"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33
"eff.mon.final",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,33
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"ss.initial",100,100,100,100,100,100,100,100,84,94,100,82,100,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,94,100,100,84,100,100,100,92,100,100,100,100,80,100,94,100,100,100,100,100,100,88,100,100,100,100,80,100,100,100,100,100,90,33
"ss.final",100,100,100,100,100,100,100,100,87,97,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,87,100,100,100,95,100,100,100,100,83,100,97,100,100,100,100,100,100,91,100,100,100,100,83,100,100,100,100,100,93,33
"mle.initial.IP",0.517241379310345,0.413793103448276,0.482758620689655,0.517241379310345,0.448275862068966,0.53448275862069,0.517241379310345,0.448275862068966,0.627450980392157,0.571428571428571,0.517241379310345,0.695652173913043,0.53448275862069,0.568965517241379,0.5,0.448275862068966,0.482758620689655,0.551724137931034,0.53448275862069,0.448275862068966,0.5,0.431034482758621,0.482758620689655,0.413793103448276,0.526315789473684,0.637931034482759,0.53448275862069,0.482758620689655,0.551724137931034,0.396551724137931,0.563636363636364,0.482758620689655,0.5,0.625,0.53448275862069,0.46551724137931,0.637931034482759,0.555555555555556,0.46551724137931,0.46551724137931,0.482758620689655,0.448275862068966,0.659574468085106,0.53448275862069,0.625,0.5,0.379310344827586,0.482758620689655,0.448275862068966,0.413793103448276,0.517241379310345,0.592592592592593,0.431034482758621,0.551724137931034,0.482758620689655,0.517241379310345,0.673076923076923,0.413793103448276,0.379310344827586,0.568965517241379,0.568965517241379,0.482758620689655,0.596153846153846,33
"mle.final.IP",0.517241379310345,0.413793103448276,0.482758620689655,0.517241379310345,0.448275862068966,0.53448275862069,0.517241379310345,0.448275862068966,0.627450980392157,0.568965517241379,0.517241379310345,0.708333333333333,0.53448275862069,0.568965517241379,0.5,0.448275862068966,0.482758620689655,0.551724137931034,0.53448275862069,0.448275862068966,0.5,0.431034482758621,0.482758620689655,0.413793103448276,0.517241379310345,0.637931034482759,0.53448275862069,0.482758620689655,0.551724137931034,0.396551724137931,0.571428571428571,0.482758620689655,0.5,0.625,0.53448275862069,0.46551724137931,0.637931034482759,0.545454545454545,0.46551724137931,0.46551724137931,0.482758620689655,0.448275862068966,0.673469387755102,0.53448275862069,0.631578947368421,0.5,0.379310344827586,0.482758620689655,0.448275862068966,0.413793103448276,0.517241379310345,0.581818181818182,0.431034482758621,0.551724137931034,0.482758620689655,0.517241379310345,0.660377358490566,0.413793103448276,0.379310344827586,0.568965517241379,0.568965517241379,0.482758620689655,0.584905660377358,33
"mle.initial.PC",0.380952380952381,0.380952380952381,0.357142857142857,0.428571428571429,0.476190476190476,0.404761904761905,0.404761904761905,0.428571428571429,0.363636363636364,0.315789473684211,0.452380952380952,0.444444444444444,0.428571428571429,0.404761904761905,0.476190476190476,0.214285714285714,0.452380952380952,0.476190476190476,0.357142857142857,0.30952380952381,0.428571428571429,0.428571428571429,0.380952380952381,0.476190476190476,0.268292682926829,0.547619047619048,0.380952380952381,0.357142857142857,0.380952380952381,0.428571428571429,0.333333333333333,0.357142857142857,0.380952380952381,0.333333333333333,0.380952380952381,0.357142857142857,0.476190476190476,0.315789473684211,0.333333333333333,0.404761904761905,0.333333333333333,0.380952380952381,0.393939393939394,0.404761904761905,0.421052631578947,0.428571428571429,0.30952380952381,0.380952380952381,0.285714285714286,0.619047619047619,0.380952380952381,0.352941176470588,0.357142857142857,0.452380952380952,0.523809523809524,0.333333333333333,0.25,0.404761904761905,0.428571428571429,0.476190476190476,0.380952380952381,0.285714285714286,0.368421052631579,33
"mle.final.PC",0.380952380952381,0.380952380952381,0.357142857142857,0.428571428571429,0.476190476190476,0.404761904761905,0.404761904761905,0.428571428571429,0.333333333333333,0.307692307692308,0.452380952380952,0.459459459459459,0.428571428571429,0.404761904761905,0.476190476190476,0.214285714285714,0.452380952380952,0.476190476190476,0.357142857142857,0.30952380952381,0.428571428571429,0.428571428571429,0.380952380952381,0.476190476190476,0.261904761904762,0.547619047619048,0.380952380952381,0.357142857142857,0.380952380952381,0.428571428571429,0.317073170731707,0.357142857142857,0.380952380952381,0.333333333333333,0.380952380952381,0.357142857142857,0.476190476190476,0.325,0.333333333333333,0.404761904761905,0.333333333333333,0.380952380952381,0.382352941176471,0.404761904761905,0.425,0.428571428571429,0.30952380952381,0.380952380952381,0.285714285714286,0.619047619047619,0.380952380952381,0.333333333333333,0.357142857142857,0.452380952380952,0.523809523809524,0.333333333333333,0.233333333333333,0.404761904761905,0.428571428571429,0.476190476190476,0.380952380952381,0.285714285714286,0.375,33
"post.mean.initial.IP",0.404621702411104,0.378867202714696,0.381914064413988,0.432568725029397,0.441520722667454,0.422958300506939,0.41864098993241,0.415023691579297,0.431918794831919,0.38457622277412,0.446405914377477,0.491813231051639,0.436878143934469,0.431884813530669,0.455633807622205,0.283727223213509,0.437568553306424,0.468931188263833,0.395000158639978,0.344599597085219,0.428257246283286,0.410394366321837,0.396094867160637,0.431456839265386,0.340612489339644,0.532696042021954,0.408995383280416,0.381914064413988,0.413484748154013,0.400734173897156,0.390939349441758,0.381914064413988,0.400333942407283,0.410879092761816,0.408995383280416,0.377705683174484,0.491599062251955,0.379298096502541,0.363346614863464,0.405815116459403,0.367575374138607,0.387600435775302,0.456709410137499,0.422958300506939,0.458521988244166,0.428257246283286,0.328078248428885,0.396094867160637,0.329762186001167,0.507095828841694,0.404621702411104,0.414748690425957,0.369308671558678,0.455093754401082,0.477506323334835,0.376354579822035,0.403505184683182,0.392384570824618,0.395709263723221,0.473318019784807,0.418130656270412,0.338443431426079,0.420307314782899,33
"post.mean.final.IP",0.404621702411104,0.378867202714696,0.381914064413988,0.432568725029397,0.441520722667454,0.422958300506939,0.41864098993241,0.415023691579297,0.412849935172045,0.37873777734726,0.446405914377477,0.503944544466955,0.436878143934469,0.431884813530669,0.455633807622205,0.283727223213509,0.437568553306424,0.468931188263833,0.395000158639978,0.344599597085219,0.428257246283286,0.410394366321837,0.396094867160637,0.431456839265386,0.333259161396146,0.532696042021954,0.408995383280416,0.381914064413988,0.413484748154013,0.400734173897156,0.382444500581019,0.381914064413988,0.400333942407283,0.407578945859096,0.408995383280416,0.377705683174484,0.491599062251955,0.380113150120608,0.363346614863464,0.405815116459403,0.367575374138607,0.387600435775302,0.455418320681589,0.422958300506939,0.461793658785405,0.428257246283286,0.328078248428885,0.396094867160637,0.329762186001167,0.507095828841694,0.404621702411104,0.399198752802389,0.369308671558678,0.455093754401082,0.477506323334835,0.376354579822035,0.385939074321054,0.392384570824618,0.395709263723221,0.473318019784807,0.418130656270412,0.338443431426079,0.419532488979743,33
