"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,255
"eff.mon.final",0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,255
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
"ss.initial",100,90,76,88,100,80,98,100,100,84,76,94,100,100,82,78,84,100,100,96,100,100,94,100,82,100,78,80,86,86,70,100,100,82,100,78,82,70,100,80,100,70,86,88,80,100,100,78,100,72,100,100,86,84,100,90,92,94,100,84,90,100,90,255
"ss.final",100,93,79,91,100,83,100,100,100,87,79,97,100,100,85,81,87,100,100,99,100,100,97,100,85,100,81,83,89,89,73,100,100,85,100,81,85,73,100,83,100,73,89,91,83,100,100,81,100,75,100,100,89,87,100,93,95,97,100,87,93,100,93,255
"mle.initial.IP",0.568965517241379,0.62962962962963,0.727272727272727,0.622641509433962,0.672413793103448,0.666666666666667,0.666666666666667,0.568965517241379,0.655172413793103,0.612244897959184,0.704545454545455,0.641509433962264,0.551724137931034,0.53448275862069,0.612244897959184,0.6875,0.615384615384615,0.586206896551724,0.637931034482759,0.672727272727273,0.551724137931034,0.517241379310345,0.666666666666667,0.551724137931034,0.617021276595745,0.5,0.673469387755102,0.666666666666667,0.588235294117647,0.6,0.744186046511628,0.551724137931034,0.637931034482759,0.612244897959184,0.637931034482759,0.693877551020408,0.625,0.763157894736842,0.551724137931034,0.725490196078431,0.586206896551724,0.780487804878049,0.612244897959184,0.660377358490566,0.659574468085106,0.603448275862069,0.46551724137931,0.673913043478261,0.53448275862069,0.711111111111111,0.568965517241379,0.568965517241379,0.64,0.62,0.586206896551724,0.588235294117647,0.576923076923077,0.631578947368421,0.5,0.607843137254902,0.596153846153846,0.482758620689655,0.566037735849057,255
"mle.final.IP",0.568965517241379,0.62962962962963,0.727272727272727,0.618181818181818,0.672413793103448,0.660377358490566,0.655172413793103,0.568965517241379,0.655172413793103,0.6,0.695652173913043,0.625,0.551724137931034,0.53448275862069,0.6,0.693877551020408,0.615384615384615,0.586206896551724,0.637931034482759,0.649122807017544,0.551724137931034,0.517241379310345,0.660714285714286,0.551724137931034,0.62,0.5,0.66,0.659574468085106,0.576923076923077,0.576923076923077,0.733333333333333,0.551724137931034,0.637931034482759,0.62,0.637931034482759,0.68,0.607843137254902,0.75,0.551724137931034,0.703703703703704,0.586206896551724,0.761904761904762,0.596153846153846,0.666666666666667,0.68,0.603448275862069,0.46551724137931,0.659574468085106,0.53448275862069,0.723404255319149,0.568965517241379,0.568965517241379,0.647058823529412,0.627450980392157,0.586206896551724,0.596153846153846,0.574074074074074,0.631578947368421,0.5,0.60377358490566,0.584905660377358,0.482758620689655,0.574074074074074,255
"mle.initial.PC",0.523809523809524,0.388888888888889,0.40625,0.371428571428571,0.523809523809524,0.310344827586207,0.463414634146341,0.404761904761905,0.523809523809524,0.228571428571429,0.40625,0.439024390243902,0.357142857142857,0.333333333333333,0.333333333333333,0.266666666666667,0.34375,0.404761904761905,0.428571428571429,0.463414634146341,0.452380952380952,0.380952380952381,0.45,0.404761904761905,0.314285714285714,0.476190476190476,0.344827586206897,0.4,0.285714285714286,0.333333333333333,0.296296296296296,0.547619047619048,0.476190476190476,0.333333333333333,0.619047619047619,0.379310344827586,0.323529411764706,0.28125,0.428571428571429,0.448275862068966,0.428571428571429,0.413793103448276,0.378378378378378,0.428571428571429,0.393939393939394,0.404761904761905,0.357142857142857,0.375,0.357142857142857,0.222222222222222,0.428571428571429,0.452380952380952,0.388888888888889,0.352941176470588,0.523809523809524,0.358974358974359,0.325,0.405405405405405,0.523809523809524,0.272727272727273,0.368421052631579,0.166666666666667,0.243243243243243,255
"mle.final.PC",0.523809523809524,0.384615384615385,0.4,0.361111111111111,0.523809523809524,0.3,0.476190476190476,0.404761904761905,0.523809523809524,0.216216216216216,0.393939393939394,0.439024390243902,0.357142857142857,0.333333333333333,0.342857142857143,0.3125,0.342857142857143,0.404761904761905,0.428571428571429,0.452380952380952,0.452380952380952,0.380952380952381,0.463414634146341,0.404761904761905,0.314285714285714,0.476190476190476,0.32258064516129,0.388888888888889,0.297297297297297,0.324324324324324,0.285714285714286,0.547619047619048,0.476190476190476,0.314285714285714,0.619047619047619,0.387096774193548,0.323529411764706,0.303030303030303,0.428571428571429,0.448275862068966,0.428571428571429,0.451612903225806,0.378378378378378,0.405405405405405,0.393939393939394,0.404761904761905,0.357142857142857,0.382352941176471,0.357142857142857,0.214285714285714,0.428571428571429,0.452380952380952,0.368421052631579,0.333333333333333,0.523809523809524,0.365853658536585,0.341463414634146,0.4,0.523809523809524,0.294117647058824,0.375,0.166666666666667,0.230769230769231,255
