"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,165
"eff.mon.final",0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,165
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
"ss.initial",100,100,100,92,82,86,98,100,80,100,100,86,100,100,92,80,88,84,90,90,90,88,100,82,100,80,90,100,90,78,78,80,82,70,100,94,100,70,100,86,88,100,92,100,82,88,100,100,100,78,100,92,90,88,84,100,90,88,100,100,78,80,76,165
"ss.final",100,100,100,95,85,89,100,100,83,100,100,89,100,100,95,83,91,87,93,93,93,91,100,85,100,83,93,100,93,81,81,83,85,73,100,97,100,73,100,89,91,100,95,100,85,91,100,100,100,81,100,95,93,91,87,100,93,91,100,100,81,83,79,165
"mle.initial.IP",0.568965517241379,0.568965517241379,0.586206896551724,0.596153846153846,0.64,0.673076923076923,0.53448275862069,0.568965517241379,0.645833333333333,0.551724137931034,0.53448275862069,0.60377358490566,0.637931034482759,0.448275862068966,0.703703703703704,0.630434782608696,0.654545454545455,0.660377358490566,0.581818181818182,0.615384615384615,0.56,0.660377358490566,0.568965517241379,0.7,0.586206896551724,0.638297872340426,0.576923076923077,0.586206896551724,0.666666666666667,0.681818181818182,0.659090909090909,0.666666666666667,0.625,0.731707317073171,0.5,0.589285714285714,0.517241379310345,0.795454545454545,0.620689655172414,0.6,0.654545454545455,0.53448275862069,0.641509433962264,0.637931034482759,0.653846153846154,0.641509433962264,0.568965517241379,0.672413793103448,0.603448275862069,0.659090909090909,0.655172413793103,0.563636363636364,0.581818181818182,0.627450980392157,0.607843137254902,0.568965517241379,0.666666666666667,0.716981132075472,0.517241379310345,0.637931034482759,0.673469387755102,0.666666666666667,0.704545454545455,165
"mle.final.IP",0.568965517241379,0.568965517241379,0.586206896551724,0.618181818181818,0.627450980392157,0.679245283018868,0.53448275862069,0.568965517241379,0.653061224489796,0.551724137931034,0.53448275862069,0.611111111111111,0.637931034482759,0.448275862068966,0.690909090909091,0.645833333333333,0.642857142857143,0.666666666666667,0.571428571428571,0.622641509433962,0.566037735849057,0.654545454545455,0.568965517241379,0.7,0.586206896551724,0.653061224489796,0.555555555555556,0.586206896551724,0.660714285714286,0.673913043478261,0.673913043478261,0.66,0.612244897959184,0.720930232558139,0.5,0.596491228070175,0.517241379310345,0.782608695652174,0.620689655172414,0.607843137254902,0.660714285714286,0.53448275862069,0.618181818181818,0.637931034482759,0.666666666666667,0.648148148148148,0.568965517241379,0.672413793103448,0.603448275862069,0.673913043478261,0.655172413793103,0.571428571428571,0.571428571428571,0.615384615384615,0.584905660377358,0.568965517241379,0.660377358490566,0.727272727272727,0.517241379310345,0.637931034482759,0.66,0.666666666666667,0.680851063829787,165
"mle.initial.PC",0.5,0.428571428571429,0.428571428571429,0.375,0.3125,0.441176470588235,0.275,0.357142857142857,0.34375,0.452380952380952,0.380952380952381,0.242424242424242,0.523809523809524,0.5,0.473684210526316,0.264705882352941,0.424242424242424,0.419354838709677,0.285714285714286,0.394736842105263,0.3,0.428571428571429,0.404761904761905,0.4375,0.380952380952381,0.333333333333333,0.315789473684211,0.547619047619048,0.444444444444444,0.323529411764706,0.352941176470588,0.3125,0.352941176470588,0.241379310344828,0.428571428571429,0.368421052631579,0.428571428571429,0.307692307692308,0.5,0.277777777777778,0.424242424242424,0.404761904761905,0.41025641025641,0.5,0.366666666666667,0.4,0.357142857142857,0.547619047619048,0.428571428571429,0.264705882352941,0.5,0.297297297297297,0.342857142857143,0.405405405405405,0.333333333333333,0.428571428571429,0.435897435897436,0.485714285714286,0.333333333333333,0.547619047619048,0.241379310344828,0.3125,0.375,165
"mle.final.PC",0.5,0.428571428571429,0.428571428571429,0.375,0.294117647058824,0.416666666666667,0.261904761904762,0.357142857142857,0.352941176470588,0.452380952380952,0.380952380952381,0.257142857142857,0.523809523809524,0.5,0.5,0.285714285714286,0.428571428571429,0.454545454545455,0.297297297297297,0.4,0.3,0.416666666666667,0.404761904761905,0.4,0.380952380952381,0.352941176470588,0.307692307692308,0.547619047619048,0.432432432432432,0.314285714285714,0.342857142857143,0.303030303030303,0.361111111111111,0.233333333333333,0.428571428571429,0.375,0.428571428571429,0.296296296296296,0.5,0.263157894736842,0.428571428571429,0.404761904761905,0.425,0.5,0.387096774193548,0.405405405405405,0.357142857142857,0.547619047619048,0.428571428571429,0.285714285714286,0.5,0.282051282051282,0.378378378378378,0.384615384615385,0.323529411764706,0.428571428571429,0.425,0.472222222222222,0.333333333333333,0.547619047619048,0.225806451612903,0.314285714285714,0.375,165
