"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,68
"eff.mon.final",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,68
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"ss.initial",100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88,100,100,82,68
"ss.final",100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93,89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91,100,100,85,68
"mle.initial.IP",0.517241379310345,0.482758620689655,0.5,0.46551724137931,0.549019607843137,0.53448275862069,0.482758620689655,0.413793103448276,0.46551724137931,0.5,0.517241379310345,0.603448275862069,0.586206896551724,0.379310344827586,0.586206896551724,0.448275862068966,0.5,0.53448275862069,0.586206896551724,0.53448275862069,0.448275862068966,0.46551724137931,0.448275862068966,0.551724137931034,0.517241379310345,0.517241379310345,0.482758620689655,0.396551724137931,0.46551724137931,0.482758620689655,0.482758620689655,0.46551724137931,0.53448275862069,0.517241379310345,0.482758620689655,0.482758620689655,0.413793103448276,0.396551724137931,0.413793103448276,0.620689655172414,0.448275862068966,0.53448275862069,0.576923076923077,0.62,0.413793103448276,0.5,0.53448275862069,0.448275862068966,0.396551724137931,0.5,0.517241379310345,0.482758620689655,0.379310344827586,0.5,0.482758620689655,0.568965517241379,0.46551724137931,0.637931034482759,0.482758620689655,0.615384615384615,0.46551724137931,0.586206896551724,0.62,68
"mle.final.IP",0.517241379310345,0.482758620689655,0.5,0.46551724137931,0.574074074074074,0.53448275862069,0.482758620689655,0.413793103448276,0.46551724137931,0.5,0.517241379310345,0.603448275862069,0.586206896551724,0.379310344827586,0.586206896551724,0.448275862068966,0.5,0.53448275862069,0.586206896551724,0.53448275862069,0.448275862068966,0.46551724137931,0.448275862068966,0.551724137931034,0.517241379310345,0.517241379310345,0.482758620689655,0.396551724137931,0.46551724137931,0.482758620689655,0.482758620689655,0.46551724137931,0.53448275862069,0.517241379310345,0.482758620689655,0.482758620689655,0.413793103448276,0.396551724137931,0.413793103448276,0.620689655172414,0.448275862068966,0.53448275862069,0.563636363636364,0.634615384615385,0.413793103448276,0.5,0.53448275862069,0.448275862068966,0.396551724137931,0.5,0.517241379310345,0.482758620689655,0.379310344827586,0.5,0.482758620689655,0.568965517241379,0.46551724137931,0.637931034482759,0.482758620689655,0.60377358490566,0.46551724137931,0.586206896551724,0.607843137254902,68
"mle.initial.PC",0.357142857142857,0.404761904761905,0.357142857142857,0.380952380952381,0.230769230769231,0.30952380952381,0.404761904761905,0.30952380952381,0.333333333333333,0.357142857142857,0.380952380952381,0.5,0.452380952380952,0.428571428571429,0.476190476190476,0.380952380952381,0.428571428571429,0.476190476190476,0.476190476190476,0.476190476190476,0.452380952380952,0.261904761904762,0.452380952380952,0.380952380952381,0.452380952380952,0.357142857142857,0.333333333333333,0.452380952380952,0.547619047619048,0.333333333333333,0.5,0.19047619047619,0.476190476190476,0.428571428571429,0.30952380952381,0.428571428571429,0.452380952380952,0.261904761904762,0.428571428571429,0.452380952380952,0.452380952380952,0.5,0.289473684210526,0.361111111111111,0.30952380952381,0.428571428571429,0.428571428571429,0.428571428571429,0.404761904761905,0.404761904761905,0.357142857142857,0.452380952380952,0.357142857142857,0.380952380952381,0.380952380952381,0.5,0.30952380952381,0.476190476190476,0.357142857142857,0.388888888888889,0.428571428571429,0.428571428571429,0.3125,68
"mle.final.PC",0.357142857142857,0.404761904761905,0.357142857142857,0.380952380952381,0.230769230769231,0.30952380952381,0.404761904761905,0.30952380952381,0.333333333333333,0.357142857142857,0.380952380952381,0.5,0.452380952380952,0.428571428571429,0.476190476190476,0.380952380952381,0.428571428571429,0.476190476190476,0.476190476190476,0.476190476190476,0.452380952380952,0.261904761904762,0.452380952380952,0.380952380952381,0.452380952380952,0.357142857142857,0.333333333333333,0.452380952380952,0.547619047619048,0.333333333333333,0.5,0.19047619047619,0.476190476190476,0.428571428571429,0.30952380952381,0.428571428571429,0.452380952380952,0.261904761904762,0.428571428571429,0.452380952380952,0.452380952380952,0.5,0.289473684210526,0.351351351351351,0.30952380952381,0.428571428571429,0.428571428571429,0.428571428571429,0.404761904761905,0.404761904761905,0.357142857142857,0.452380952380952,0.357142857142857,0.380952380952381,0.380952380952381,0.5,0.30952380952381,0.476190476190476,0.357142857142857,0.368421052631579,0.428571428571429,0.428571428571429,0.323529411764706,68
"post.mean.initial.IP",0.390529164842951,0.410104931692044,0.386177303115259,0.391861568391514,0.325679506237826,0.366848754768895,0.410104931692044,0.336369015219256,0.363346614863464,0.386177303115259,0.404621702411104,0.496007747743771,0.463952851714072,0.395709263723221,0.477735459223365,0.387600435775302,0.428257246283286,0.464547364045539,0.477735459223365,0.464547364045539,0.428378258932087,0.319078237374712,0.428378258932087,0.413484748154013,0.446405914377477,0.390529164842951,0.367575374138607,0.413575647911819,0.485339730153478,0.367575374138607,0.464351578220836,0.272698349035949,0.464547364045539,0.432568725029397,0.353086179056743,0.4239347823565,0.4186646230986,0.302230896594584,0.40561474255661,0.473264075081753,0.428378258932087,0.478275550163275,0.370429725133659,0.424851467827643,0.336369015219256,0.428257246283286,0.436878143934469,0.415023691579297,0.387650406530478,0.414369046525657,0.390529164842951,0.437568553306424,0.356196442831562,0.400333942407283,0.396094867160637,0.487146570400122,0.348790596025463,0.491599062251955,0.381914064413988,0.438750606132579,0.419518729943092,0.450213654071676,0.404271533478002,68
"post.mean.final.IP",0.390529164842951,0.410104931692044,0.386177303115259,0.391861568391514,0.335016425362402,0.366848754768895,0.410104931692044,0.336369015219256,0.363346614863464,0.386177303115259,0.404621702411104,0.496007747743771,0.463952851714072,0.395709263723221,0.477735459223365,0.387600435775302,0.428257246283286,0.464547364045539,0.477735459223365,0.464547364045539,0.428378258932087,0.319078237374712,0.428378258932087,0.413484748154013,0.446405914377477,0.390529164842951,0.367575374138607,0.413575647911819,0.485339730153478,0.367575374138607,0.464351578220836,0.272698349035949,0.464547364045539,0.432568725029397,0.353086179056743,0.4239347823565,0.4186646230986,0.302230896594584,0.40561474255661,0.473264075081753,0.428378258932087,0.478275550163275,0.3671260722526,0.424064950895093,0.336369015219256,0.428257246283286,0.436878143934469,0.415023691579297,0.387650406530478,0.414369046525657,0.390529164842951,0.437568553306424,0.356196442831562,0.400333942407283,0.396094867160637,0.487146570400122,0.348790596025463,0.491599062251955,0.381914064413988,0.422837254344784,0.419518729943092,0.450213654071676,0.403505627759876,68
"post.mean.initial.PC",0.103673910839571,0.0674254635642452,0.0952869261841891,0.0684110265464543,0.158440654046331,0.130025101379732,0.0674254635642452,0.0720792134783909,0.0880302855060065,0.0952869261841891,0.0941532408770571,0.0895387171978838,0.0997689905786468,0.0109011102250249,0.0904064623474874,0.0598425559990182,0.0665053624690217,0.0647359863009544,0.0904064623474874,0.0647359863009544,0.0328756312496234,0.117969404515596,0.0328756312496234,0.110805177661273,0.0656191003549987,0.103673910839571,0.0965600601989017,0.0104800331175779,0.00830114480999469,0.0965600601989017,0.0314820844841399,0.14733186805311,0.0647359863009544,0.0750608724596596,0.106360010545299,0.0580271691946168,0.0177392665541714,0.0843808504547348,0.0257826282770258,0.116346071247802,0.0328756312496234,0.0554606517235765,0.14936504374068,0.141460115535156,0.0720792134783909,0.0665053624690217,0.0836385471886829,0.0415112222021874,0.0263712745701945,0.0760069814952429,0.103673910839571,0.0488835342844063,0.0356980516950738,0.08562379498378,0.0770241174512977,0.0723472158100876,0.0980097697000579,0.115626044161785,0.0867590486864971,0.131824861907601,0.0496818833340557,0.108960222267508,0.152760596415496,68
"post.mean.final.PC",0.103673910839571,0.0674254635642452,0.0952869261841891,0.0684110265464543,0.16855189535798,0.130025101379732,0.0674254635642452,0.0720792134783909,0.0880302855060065,0.0952869261841891,0.0941532408770571,0.0895387171978838,0.0997689905786468,0.0109011102250249,0.0904064623474874,0.0598425559990182,0.0665053624690217,0.0647359863009544,0.0904064623474874,0.0647359863009544,0.0328756312496234,0.117969404515596,0.0328756312496234,0.110805177661273,0.0656191003549987,0.103673910839571,0.0965600601989017,0.0104800331175779,0.00830114480999469,0.0965600601989017,0.0314820844841399,0.14733186805311,0.0647359863009544,0.0750608724596596,0.106360010545299,0.0580271691946168,0.0177392665541714,0.0843808504547348,0.0257826282770258,0.116346071247802,0.0328756312496234,0.0554606517235765,0.145545406386939,0.151466545262767,0.0720792134783909,0.0665053624690217,0.0836385471886829,0.0415112222021874,0.0263712745701945,0.0760069814952429,0.103673910839571,0.0488835342844063,0.0356980516950738,0.08562379498378,0.0770241174512977,0.0723472158100876,0.0980097697000579,0.115626044161785,0.0867590486864971,0.134999998614539,0.0496818833340557,0.108960222267508,0.147213378145627,68
"cov.initial",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,68
"cov.final",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,68
"eff.mix.prob",0.396576718311821,0.811671150193263,0.441051874993467,0.794031584810179,0.866608653631604,0.456613266382331,0.811671150193263,0.746530162623682,0.522657289584527,0.441051874993467,0.447187861730653,0.586824569013457,0.44811315368222,1,0.546133759289533,0.94028812356504,0.827572455211835,0.877852952054193,0.546133759289533,0.877852952054193,1,0.493225925123708,1,0.361735147572171,0.854530604267974,0.396576718311821,0.450248032871332,1,1,0.450248032871332,1,0.754256389072414,0.877852952054193,0.695532234436245,0.415075834677944,0.980352937231569,1,0.630027970466063,1,0.399750405074585,1,1,0.620219045643686,0.637571799302596,0.746530162623682,0.827572455211835,0.582771665877882,1,1,0.671983732067986,0.396576718311821,1,1,0.538512673442061,0.65540923649569,0.784573020080364,0.462575353925858,0.442687908568784,0.529780412158102,0.459030387731129,1,0.385189812783463,0.619175482532208,68
