"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,264
"eff.mon.final",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,264
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
"ss.initial",100,80,92,80,100,80,100,100,100,100,100,96,100,100,88,94,100,100,88,86,100,100,100,100,86,76,100,100,100,100,92,100,100,100,98,100,100,100,78,92,98,100,84,100,100,100,100,76,100,80,100,100,86,100,96,92,74,100,82,92,100,100,98,264
"ss.final",100,83,95,83,100,83,100,100,100,100,100,99,100,100,91,97,100,100,91,89,100,100,100,100,89,79,100,100,100,100,95,100,100,100,100,100,100,100,81,95,100,100,87,100,100,100,100,79,100,83,100,100,89,100,99,95,77,100,85,95,100,100,100,264
"mle.initial.IP",0.5,0.645833333333333,0.634615384615385,0.666666666666667,0.5,0.645833333333333,0.46551724137931,0.517241379310345,0.586206896551724,0.620689655172414,0.620689655172414,0.535714285714286,0.53448275862069,0.568965517241379,0.615384615384615,0.589285714285714,0.586206896551724,0.5,0.627450980392157,0.611111111111111,0.517241379310345,0.620689655172414,0.46551724137931,0.551724137931034,0.60377358490566,0.688888888888889,0.551724137931034,0.53448275862069,0.551724137931034,0.551724137931034,0.660714285714286,0.53448275862069,0.482758620689655,0.46551724137931,0.535714285714286,0.568965517241379,0.517241379310345,0.568965517241379,0.717391304347826,0.611111111111111,0.596491228070175,0.482758620689655,0.62,0.53448275862069,0.586206896551724,0.603448275862069,0.5,0.708333333333333,0.551724137931034,0.725490196078431,0.482758620689655,0.53448275862069,0.583333333333333,0.551724137931034,0.642857142857143,0.576923076923077,0.723404255319149,0.568965517241379,0.625,0.648148148148148,0.637931034482759,0.5,0.543859649122807,264
"mle.final.IP",0.5,0.62,0.6,0.673076923076923,0.5,0.653061224489796,0.46551724137931,0.517241379310345,0.586206896551724,0.620689655172414,0.620689655172414,0.543859649122807,0.53448275862069,0.568965517241379,0.6,0.586206896551724,0.586206896551724,0.5,0.634615384615385,0.611111111111111,0.517241379310345,0.620689655172414,0.46551724137931,0.551724137931034,0.60377358490566,0.6875,0.551724137931034,0.53448275862069,0.551724137931034,0.551724137931034,0.649122807017544,0.53448275862069,0.482758620689655,0.46551724137931,0.517241379310345,0.568965517241379,0.517241379310345,0.568965517241379,0.702127659574468,0.625,0.603448275862069,0.482758620689655,0.607843137254902,0.53448275862069,0.586206896551724,0.603448275862069,0.5,0.714285714285714,0.551724137931034,0.716981132075472,0.482758620689655,0.53448275862069,0.568627450980392,0.551724137931034,0.637931034482759,0.581818181818182,0.714285714285714,0.568965517241379,0.607843137254902,0.642857142857143,0.637931034482759,0.5,0.53448275862069,264
"mle.initial.PC",0.30952380952381,0.375,0.425,0.275862068965517,0.30952380952381,0.34375,0.285714285714286,0.476190476190476,0.476190476190476,0.476190476190476,0.571428571428571,0.275,0.404761904761905,0.428571428571429,0.388888888888889,0.368421052631579,0.428571428571429,0.428571428571429,0.405405405405405,0.34375,0.285714285714286,0.452380952380952,0.428571428571429,0.380952380952381,0.303030303030303,0.32258064516129,0.5,0.404761904761905,0.523809523809524,0.428571428571429,0.444444444444444,0.404761904761905,0.285714285714286,0.404761904761905,0.30952380952381,0.428571428571429,0.404761904761905,0.5,0.4375,0.394736842105263,0.390243902439024,0.357142857142857,0.294117647058824,0.547619047619048,0.476190476190476,0.5,0.452380952380952,0.321428571428571,0.428571428571429,0.413793103448276,0.333333333333333,0.476190476190476,0.289473684210526,0.428571428571429,0.425,0.325,0.333333333333333,0.380952380952381,0.323529411764706,0.421052631578947,0.452380952380952,0.333333333333333,0.317073170731707,264
"mle.final.PC",0.30952380952381,0.393939393939394,0.425,0.290322580645161,0.30952380952381,0.352941176470588,0.285714285714286,0.476190476190476,0.476190476190476,0.476190476190476,0.571428571428571,0.261904761904762,0.404761904761905,0.428571428571429,0.388888888888889,0.384615384615385,0.428571428571429,0.428571428571429,0.41025641025641,0.342857142857143,0.285714285714286,0.452380952380952,0.428571428571429,0.380952380952381,0.305555555555556,0.32258064516129,0.5,0.404761904761905,0.523809523809524,0.428571428571429,0.421052631578947,0.404761904761905,0.285714285714286,0.404761904761905,0.30952380952381,0.428571428571429,0.404761904761905,0.5,0.411764705882353,0.384615384615385,0.404761904761905,0.357142857142857,0.333333333333333,0.547619047619048,0.476190476190476,0.5,0.452380952380952,0.333333333333333,0.428571428571429,0.4,0.333333333333333,0.476190476190476,0.289473684210526,0.428571428571429,0.439024390243902,0.325,0.321428571428571,0.380952380952381,0.323529411764706,0.435897435897436,0.452380952380952,0.333333333333333,0.30952380952381,264
"post.mean.initial.IP",0.357514992489864,0.44390949364368,0.461694015139387,0.409930518174114,0.357514992489864,0.428261474211517,0.334037347401293,0.460131603915542,0.477735459223365,0.486841807342299,0.542153769466188,0.348235571351118,0.422958300506939,0.445669174941245,0.438750606132579,0.419082068526009,0.450213654071676,0.428257246283286,0.450370833979623,0.418338210601906,0.347743124344137,0.473264075081753,0.419518729943092,0.413484748154013,0.393473452416747,0.433312681645116,0.482740063429857,0.422958300506939,0.496477566522827,0.441231583239176,0.483313148927421,0.422958300506939,0.338443431426079,0.405815116459403,0.366862137475143,0.445669174941245,0.41864098993241,0.487146570400122,0.499100760916287,0.439645355164851,0.431566898690855,0.381914064413988,0.391831540051994,0.505390187823323,0.477735459223365,0.496007747743771,0.442045044488415,0.448219862736117,0.441231583239176,0.496937848493169,0.367575374138607,0.464547364045539,0.371043700404566,0.441231583239176,0.46503302064711,0.388567205201789,0.461211493436233,0.418130656270412,0.408111415030439,0.46528902257127,0.478165549983444,0.371902194875642,0.374589929506069,264
"post.mean.final.IP",0.357514992489864,0.444652953658214,0.452292878741562,0.415937004595927,0.357514992489864,0.433351727058,0.334037347401293,0.460131603915542,0.477735459223365,0.486841807342299,0.542153769466188,0.340928998832015,0.422958300506939,0.445669174941245,0.434642387208445,0.426766220309624,0.450213654071676,0.428257246283286,0.454147025788467,0.41453085950811,0.347743124344137,0.473264075081753,0.419518729943092,0.413484748154013,0.390816532079556,0.434749686175165,0.482740063429857,0.422958300506939,0.496477566522827,0.441231583239176,0.466306713405921,0.422958300506939,0.338443431426079,0.405815116459403,0.362097917129716,0.445669174941245,0.41864098993241,0.487146570400122,0.479419515480197,0.438179512278293,0.441388880188865,0.381914064413988,0.406402975401805,0.505390187823323,0.477735459223365,0.496007747743771,0.442045044488415,0.45295482826825,0.441231583239176,0.48691949698767,0.367575374138607,0.464547364045539,0.367531392643727,0.441231583239176,0.471123972740608,0.390780960798322,0.451419069722474,0.418130656270412,0.403505627759876,0.471489809071802,0.478165549983444,0.371902194875642,0.366848754768895,264
