"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18
"eff.mon.final",0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ss.initial",100,100,88,80,100,100,100,92,100,100,82,100,100,100,100,100,100,100,100,100,100,100,100,88,100,100,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,92,100,100,98,100,100,100,100,100,86,100,92,100,100,100,100,100,100,100,100,18
"ss.final",100,100,91,83,100,100,100,95,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,91,100,100,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93,95,100,100,100,100,100,100,100,100,89,100,95,100,100,100,100,100,100,100,100,18
"mle.initial.IP",0.551724137931034,0.53448275862069,0.568627450980392,0.638297872340426,0.448275862068966,0.46551724137931,0.379310344827586,0.538461538461538,0.413793103448276,0.603448275862069,0.645833333333333,0.5,0.413793103448276,0.53448275862069,0.5,0.482758620689655,0.568965517241379,0.448275862068966,0.482758620689655,0.551724137931034,0.431034482758621,0.5,0.586206896551724,0.58,0.448275862068966,0.517241379310345,0.568627450980392,0.568965517241379,0.586206896551724,0.448275862068966,0.517241379310345,0.46551724137931,0.5,0.53448275862069,0.5,0.517241379310345,0.5,0.448275862068966,0.517241379310345,0.5,0.551724137931034,0.46551724137931,0.574074074074074,0.574074074074074,0.482758620689655,0.517241379310345,0.535714285714286,0.568965517241379,0.5,0.5,0.5,0.5,0.596153846153846,0.517241379310345,0.555555555555556,0.46551724137931,0.396551724137931,0.46551724137931,0.568965517241379,0.586206896551724,0.637931034482759,0.517241379310345,0.46551724137931,18
"mle.final.IP",0.551724137931034,0.53448275862069,0.576923076923077,0.625,0.448275862068966,0.46551724137931,0.379310344827586,0.537037037037037,0.413793103448276,0.603448275862069,0.62,0.5,0.413793103448276,0.53448275862069,0.5,0.482758620689655,0.568965517241379,0.448275862068966,0.482758620689655,0.551724137931034,0.431034482758621,0.5,0.586206896551724,0.566037735849057,0.448275862068966,0.517241379310345,0.555555555555556,0.568965517241379,0.586206896551724,0.448275862068966,0.517241379310345,0.46551724137931,0.5,0.53448275862069,0.5,0.517241379310345,0.5,0.448275862068966,0.517241379310345,0.5,0.551724137931034,0.46551724137931,0.563636363636364,0.571428571428571,0.482758620689655,0.517241379310345,0.517241379310345,0.568965517241379,0.5,0.5,0.5,0.5,0.596153846153846,0.517241379310345,0.545454545454545,0.46551724137931,0.396551724137931,0.46551724137931,0.568965517241379,0.586206896551724,0.637931034482759,0.517241379310345,0.46551724137931,18
"mle.initial.PC",0.428571428571429,0.452380952380952,0.297297297297297,0.363636363636364,0.357142857142857,0.261904761904762,0.452380952380952,0.225,0.261904761904762,0.452380952380952,0.352941176470588,0.404761904761905,0.428571428571429,0.5,0.595238095238095,0.476190476190476,0.404761904761905,0.428571428571429,0.452380952380952,0.452380952380952,0.333333333333333,0.523809523809524,0.476190476190476,0.263157894736842,0.333333333333333,0.452380952380952,0.162162162162162,0.452380952380952,0.452380952380952,0.333333333333333,0.452380952380952,0.380952380952381,0.380952380952381,0.333333333333333,0.333333333333333,0.261904761904762,0.547619047619048,0.380952380952381,0.428571428571429,0.571428571428571,0.428571428571429,0.357142857142857,0.277777777777778,0.342105263157895,0.452380952380952,0.428571428571429,0.30952380952381,0.428571428571429,0.333333333333333,0.357142857142857,0.5,0.523809523809524,0.323529411764706,0.357142857142857,0.289473684210526,0.452380952380952,0.333333333333333,0.452380952380952,0.404761904761905,0.428571428571429,0.476190476190476,0.333333333333333,0.404761904761905,18
"mle.final.PC",0.428571428571429,0.452380952380952,0.333333333333333,0.342857142857143,0.357142857142857,0.261904761904762,0.452380952380952,0.219512195121951,0.261904761904762,0.452380952380952,0.371428571428571,0.404761904761905,0.428571428571429,0.5,0.595238095238095,0.476190476190476,0.404761904761905,0.428571428571429,0.452380952380952,0.452380952380952,0.333333333333333,0.523809523809524,0.476190476190476,0.263157894736842,0.333333333333333,0.452380952380952,0.162162162162162,0.452380952380952,0.452380952380952,0.333333333333333,0.452380952380952,0.380952380952381,0.380952380952381,0.333333333333333,0.333333333333333,0.261904761904762,0.547619047619048,0.380952380952381,0.428571428571429,0.571428571428571,0.428571428571429,0.357142857142857,0.315789473684211,0.333333333333333,0.452380952380952,0.428571428571429,0.30952380952381,0.428571428571429,0.333333333333333,0.357142857142857,0.5,0.523809523809524,0.297297297297297,0.357142857142857,0.3,0.452380952380952,0.333333333333333,0.452380952380952,0.404761904761905,0.428571428571429,0.476190476190476,0.333333333333333,0.404761904761905,18
