"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,128
"eff.mon.final",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,128
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"ss.initial",100,100,82,100,100,100,100,98,100,100,100,100,100,100,100,100,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,94,100,100,100,100,100,100,94,100,98,100,100,100,100,100,100,100,100,100,100,100,94,100,100,100,100,100,100,100,100,100,128
"ss.final",100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,100,100,100,100,97,100,100,100,100,100,100,100,100,100,128
"mle.initial.IP",0.448275862068966,0.53448275862069,0.607843137254902,0.5,0.5,0.568965517241379,0.46551724137931,0.526315789473684,0.431034482758621,0.517241379310345,0.551724137931034,0.482758620689655,0.551724137931034,0.53448275862069,0.46551724137931,0.53448275862069,0.592592592592593,0.568965517241379,0.53448275862069,0.53448275862069,0.568965517241379,0.448275862068966,0.46551724137931,0.5,0.517241379310345,0.5,0.46551724137931,0.586206896551724,0.46551724137931,0.568965517241379,0.517241379310345,0.448275862068966,0.545454545454545,0.362068965517241,0.5,0.431034482758621,0.5,0.551724137931034,0.551724137931034,0.553571428571429,0.482758620689655,0.517241379310345,0.482758620689655,0.517241379310345,0.46551724137931,0.448275862068966,0.413793103448276,0.46551724137931,0.46551724137931,0.448275862068966,0.5,0.431034482758621,0.586206896551724,0.545454545454545,0.413793103448276,0.448275862068966,0.5,0.637931034482759,0.46551724137931,0.568965517241379,0.53448275862069,0.568965517241379,0.448275862068966,128
"mle.final.IP",0.448275862068966,0.53448275862069,0.607843137254902,0.5,0.5,0.568965517241379,0.46551724137931,0.517241379310345,0.431034482758621,0.517241379310345,0.551724137931034,0.482758620689655,0.551724137931034,0.53448275862069,0.46551724137931,0.53448275862069,0.6,0.568965517241379,0.53448275862069,0.53448275862069,0.568965517241379,0.448275862068966,0.46551724137931,0.5,0.517241379310345,0.5,0.46551724137931,0.586206896551724,0.46551724137931,0.568965517241379,0.517241379310345,0.448275862068966,0.56140350877193,0.362068965517241,0.5,0.431034482758621,0.5,0.551724137931034,0.551724137931034,0.543859649122807,0.482758620689655,0.517241379310345,0.482758620689655,0.517241379310345,0.46551724137931,0.448275862068966,0.413793103448276,0.46551724137931,0.46551724137931,0.448275862068966,0.5,0.431034482758621,0.586206896551724,0.553571428571429,0.413793103448276,0.448275862068966,0.5,0.637931034482759,0.46551724137931,0.568965517241379,0.53448275862069,0.568965517241379,0.448275862068966,128
"mle.initial.PC",0.333333333333333,0.5,0.161290322580645,0.357142857142857,0.452380952380952,0.452380952380952,0.428571428571429,0.268292682926829,0.452380952380952,0.380952380952381,0.380952380952381,0.357142857142857,0.452380952380952,0.428571428571429,0.404761904761905,0.5,0.264705882352941,0.452380952380952,0.571428571428571,0.380952380952381,0.404761904761905,0.428571428571429,0.380952380952381,0.428571428571429,0.333333333333333,0.523809523809524,0.476190476190476,0.571428571428571,0.428571428571429,0.404761904761905,0.404761904761905,0.404761904761905,0.256410256410256,0.380952380952381,0.452380952380952,0.476190476190476,0.428571428571429,0.404761904761905,0.357142857142857,0.263157894736842,0.380952380952381,0.225,0.5,0.261904761904762,0.571428571428571,0.261904761904762,0.404761904761905,0.380952380952381,0.30952380952381,0.404761904761905,0.404761904761905,0.404761904761905,0.404761904761905,0.256410256410256,0.261904761904762,0.476190476190476,0.404761904761905,0.523809523809524,0.428571428571429,0.380952380952381,0.5,0.357142857142857,0.30952380952381,128
"mle.final.PC",0.333333333333333,0.5,0.205882352941176,0.357142857142857,0.452380952380952,0.452380952380952,0.428571428571429,0.261904761904762,0.452380952380952,0.380952380952381,0.380952380952381,0.357142857142857,0.452380952380952,0.428571428571429,0.404761904761905,0.5,0.277777777777778,0.452380952380952,0.571428571428571,0.380952380952381,0.404761904761905,0.428571428571429,0.380952380952381,0.428571428571429,0.333333333333333,0.523809523809524,0.476190476190476,0.571428571428571,0.428571428571429,0.404761904761905,0.404761904761905,0.404761904761905,0.275,0.380952380952381,0.452380952380952,0.476190476190476,0.428571428571429,0.404761904761905,0.357142857142857,0.275,0.380952380952381,0.261904761904762,0.5,0.261904761904762,0.571428571428571,0.261904761904762,0.404761904761905,0.380952380952381,0.30952380952381,0.404761904761905,0.404761904761905,0.404761904761905,0.404761904761905,0.268292682926829,0.261904761904762,0.476190476190476,0.404761904761905,0.523809523809524,0.428571428571429,0.380952380952381,0.5,0.357142857142857,0.30952380952381,128
