"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,294
"eff.mon.final",1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,294
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
"ss.initial",78,80,100,84,100,100,92,80,80,80,80,100,100,100,100,72,100,100,100,90,92,100,100,86,100,94,88,100,100,78,100,100,100,88,90,100,100,100,82,92,84,82,100,100,100,100,98,100,100,100,72,100,100,100,94,90,100,100,90,100,70,88,90,294
"ss.final",81,83,100,87,100,100,95,83,83,83,83,100,100,100,100,75,100,100,100,93,95,100,100,89,100,97,91,100,100,81,100,100,100,91,93,100,100,100,85,95,87,85,100,100,100,100,100,100,100,100,75,100,100,100,97,93,100,100,93,100,73,91,93,294
"mle.initial.IP",0.666666666666667,0.645833333333333,0.603448275862069,0.679245283018868,0.586206896551724,0.482758620689655,0.557692307692308,0.653061224489796,0.66,0.659574468085106,0.68,0.517241379310345,0.551724137931034,0.603448275862069,0.568965517241379,0.75609756097561,0.655172413793103,0.551724137931034,0.448275862068966,0.557692307692308,0.618181818181818,0.568965517241379,0.586206896551724,0.615384615384615,0.46551724137931,0.625,0.576923076923077,0.551724137931034,0.551724137931034,0.673469387755102,0.586206896551724,0.53448275862069,0.568965517241379,0.56,0.596153846153846,0.448275862068966,0.637931034482759,0.551724137931034,0.58695652173913,0.574074074074074,0.612244897959184,0.617021276595745,0.53448275862069,0.586206896551724,0.551724137931034,0.413793103448276,0.56140350877193,0.603448275862069,0.482758620689655,0.5,0.731707317073171,0.568965517241379,0.517241379310345,0.568965517241379,0.672727272727273,0.576923076923077,0.517241379310345,0.568965517241379,0.607843137254902,0.5,0.80952380952381,0.647058823529412,0.574074074074074,294
"mle.final.IP",0.673469387755102,0.66,0.603448275862069,0.666666666666667,0.586206896551724,0.482758620689655,0.545454545454545,0.673076923076923,0.653846153846154,0.645833333333333,0.692307692307692,0.517241379310345,0.551724137931034,0.603448275862069,0.568965517241379,0.75609756097561,0.655172413793103,0.551724137931034,0.448275862068966,0.574074074074074,0.625,0.568965517241379,0.586206896551724,0.622641509433962,0.46551724137931,0.631578947368421,0.581818181818182,0.551724137931034,0.551724137931034,0.666666666666667,0.586206896551724,0.53448275862069,0.568965517241379,0.568627450980392,0.611111111111111,0.448275862068966,0.637931034482759,0.551724137931034,0.571428571428571,0.571428571428571,0.627450980392157,0.62,0.53448275862069,0.586206896551724,0.551724137931034,0.413793103448276,0.568965517241379,0.603448275862069,0.482758620689655,0.5,0.714285714285714,0.568965517241379,0.517241379310345,0.568965517241379,0.649122807017544,0.574074074074074,0.517241379310345,0.568965517241379,0.60377358490566,0.5,0.795454545454545,0.622641509433962,0.56140350877193,294
"mle.initial.PC",0.3,0.375,0.452380952380952,0.419354838709677,0.452380952380952,0.404761904761905,0.3,0.258064516129032,0.366666666666667,0.333333333333333,0.4,0.452380952380952,0.571428571428571,0.404761904761905,0.404761904761905,0.387096774193548,0.5,0.404761904761905,0.30952380952381,0.236842105263158,0.405405405405405,0.357142857142857,0.452380952380952,0.352941176470588,0.452380952380952,0.421052631578947,0.25,0.380952380952381,0.333333333333333,0.206896551724138,0.428571428571429,0.452380952380952,0.452380952380952,0.184210526315789,0.368421052631579,0.380952380952381,0.547619047619048,0.428571428571429,0.166666666666667,0.342105263157895,0.342857142857143,0.285714285714286,0.357142857142857,0.428571428571429,0.428571428571429,0.476190476190476,0.341463414634146,0.452380952380952,0.476190476190476,0.547619047619048,0.354838709677419,0.452380952380952,0.404761904761905,0.357142857142857,0.461538461538462,0.342105263157895,0.285714285714286,0.380952380952381,0.384615384615385,0.333333333333333,0.392857142857143,0.405405405405405,0.305555555555556,294
"mle.final.PC",0.34375,0.393939393939394,0.452380952380952,0.424242424242424,0.452380952380952,0.404761904761905,0.3,0.258064516129032,0.354838709677419,0.371428571428571,0.387096774193548,0.452380952380952,0.571428571428571,0.404761904761905,0.404761904761905,0.382352941176471,0.5,0.404761904761905,0.30952380952381,0.230769230769231,0.41025641025641,0.357142857142857,0.452380952380952,0.361111111111111,0.452380952380952,0.45,0.25,0.380952380952381,0.333333333333333,0.2,0.428571428571429,0.452380952380952,0.452380952380952,0.175,0.358974358974359,0.380952380952381,0.547619047619048,0.428571428571429,0.166666666666667,0.358974358974359,0.333333333333333,0.285714285714286,0.357142857142857,0.428571428571429,0.428571428571429,0.476190476190476,0.357142857142857,0.452380952380952,0.476190476190476,0.547619047619048,0.363636363636364,0.452380952380952,0.404761904761905,0.357142857142857,0.45,0.333333333333333,0.285714285714286,0.380952380952381,0.375,0.333333333333333,0.379310344827586,0.394736842105263,0.305555555555556,294
