"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,32
"eff.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"ss.initial",100,100,100,100,100,100,100,100,100,100,100,100,100,100,96,100,100,90,100,100,84,100,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,84,100,100,100,100,100,100,100,100,94,32
"ss.final",100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,93,100,100,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,87,100,100,100,100,100,100,100,100,97,32
"mle.initial.IP",0.46551724137931,0.448275862068966,0.46551724137931,0.344827586206897,0.448275862068966,0.448275862068966,0.53448275862069,0.46551724137931,0.5,0.413793103448276,0.482758620689655,0.448275862068966,0.586206896551724,0.46551724137931,0.553571428571429,0.413793103448276,0.379310344827586,0.574074074074074,0.431034482758621,0.482758620689655,0.6,0.448275862068966,0.482758620689655,0.396551724137931,0.431034482758621,0.396551724137931,0.448275862068966,0.53448275862069,0.5,0.53448275862069,0.482758620689655,0.379310344827586,0.526315789473684,0.379310344827586,0.5,0.46551724137931,0.5,0.448275862068966,0.5,0.431034482758621,0.53448275862069,0.482758620689655,0.46551724137931,0.46551724137931,0.543859649122807,0.431034482758621,0.5,0.413793103448276,0.482758620689655,0.448275862068966,0.53448275862069,0.431034482758621,0.551724137931034,0.612244897959184,0.5,0.431034482758621,0.413793103448276,0.431034482758621,0.482758620689655,0.517241379310345,0.448275862068966,0.5,0.607142857142857,32
"mle.final.IP",0.46551724137931,0.448275862068966,0.46551724137931,0.344827586206897,0.448275862068966,0.448275862068966,0.53448275862069,0.46551724137931,0.5,0.413793103448276,0.482758620689655,0.448275862068966,0.586206896551724,0.46551724137931,0.56140350877193,0.413793103448276,0.379310344827586,0.574074074074074,0.431034482758621,0.482758620689655,0.596153846153846,0.448275862068966,0.482758620689655,0.396551724137931,0.431034482758621,0.396551724137931,0.448275862068966,0.53448275862069,0.5,0.53448275862069,0.482758620689655,0.379310344827586,0.53448275862069,0.379310344827586,0.5,0.46551724137931,0.5,0.448275862068966,0.5,0.431034482758621,0.53448275862069,0.482758620689655,0.46551724137931,0.46551724137931,0.543859649122807,0.431034482758621,0.5,0.413793103448276,0.482758620689655,0.448275862068966,0.53448275862069,0.431034482758621,0.551724137931034,0.612244897959184,0.5,0.431034482758621,0.413793103448276,0.431034482758621,0.482758620689655,0.517241379310345,0.448275862068966,0.5,0.596491228070175,32
"mle.initial.PC",0.428571428571429,0.261904761904762,0.428571428571429,0.404761904761905,0.261904761904762,0.333333333333333,0.357142857142857,0.5,0.357142857142857,0.357142857142857,0.238095238095238,0.285714285714286,0.452380952380952,0.380952380952381,0.325,0.333333333333333,0.404761904761905,0.333333333333333,0.30952380952381,0.452380952380952,0.205882352941176,0.476190476190476,0.428571428571429,0.428571428571429,0.357142857142857,0.452380952380952,0.357142857142857,0.357142857142857,0.404761904761905,0.380952380952381,0.30952380952381,0.404761904761905,0.268292682926829,0.357142857142857,0.404761904761905,0.476190476190476,0.476190476190476,0.357142857142857,0.380952380952381,0.452380952380952,0.30952380952381,0.30952380952381,0.285714285714286,0.523809523809524,0.230769230769231,0.30952380952381,0.357142857142857,0.30952380952381,0.380952380952381,0.452380952380952,0.404761904761905,0.357142857142857,0.380952380952381,0.342857142857143,0.285714285714286,0.571428571428571,0.285714285714286,0.333333333333333,0.404761904761905,0.333333333333333,0.380952380952381,0.30952380952381,0.394736842105263,32
"mle.final.PC",0.428571428571429,0.261904761904762,0.428571428571429,0.404761904761905,0.261904761904762,0.333333333333333,0.357142857142857,0.5,0.357142857142857,0.357142857142857,0.238095238095238,0.285714285714286,0.452380952380952,0.380952380952381,0.333333333333333,0.333333333333333,0.404761904761905,0.333333333333333,0.30952380952381,0.452380952380952,0.228571428571429,0.476190476190476,0.428571428571429,0.428571428571429,0.357142857142857,0.452380952380952,0.357142857142857,0.357142857142857,0.404761904761905,0.380952380952381,0.30952380952381,0.404761904761905,0.261904761904762,0.357142857142857,0.404761904761905,0.476190476190476,0.476190476190476,0.357142857142857,0.380952380952381,0.452380952380952,0.30952380952381,0.30952380952381,0.285714285714286,0.523809523809524,0.238095238095238,0.30952380952381,0.357142857142857,0.30952380952381,0.380952380952381,0.452380952380952,0.404761904761905,0.357142857142857,0.380952380952381,0.342105263157895,0.285714285714286,0.571428571428571,0.285714285714286,0.333333333333333,0.404761904761905,0.333333333333333,0.380952380952381,0.30952380952381,0.4,32
"post.mean.initial.IP",0.419518729943092,0.314655972837761,0.419518729943092,0.372714130590401,0.314655972837761,0.359182550124811,0.395000158639978,0.459478738567713,0.386177303115259,0.365059332796972,0.308617567148688,0.329762186001167,0.463952851714072,0.391861568391514,0.382614305872043,0.35088587368308,0.382871676351364,0.396540697403617,0.340491854151888,0.437568553306424,0.33681409786511,0.441520722667454,0.4239347823565,0.400734173897156,0.369308671558678,0.413575647911819,0.373529218950516,0.395000158639978,0.414369046525657,0.408995383280416,0.353086179056743,0.382871676351364,0.340612489339644,0.356196442831562,0.414369046525657,0.446350258608684,0.455633807622205,0.373529218950516,0.400333942407283,0.423580702426767,0.366848754768895,0.353086179056743,0.334037347401293,0.472464306639629,0.326087886817203,0.340491854151888,0.386177303115259,0.336369015219256,0.396094867160637,0.428378258932087,0.422958300506939,0.369308671558678,0.413484748154013,0.413325874854277,0.343012122365486,0.487244464438858,0.321492579443763,0.355055700981197,0.410104931692044,0.376354579822035,0.387600435775302,0.357514992489864,0.438840678875909,32
"post.mean.final.IP",0.419518729943092,0.314655972837761,0.419518729943092,0.372714130590401,0.314655972837761,0.359182550124811,0.395000158639978,0.459478738567713,0.386177303115259,0.365059332796972,0.308617567148688,0.329762186001167,0.463952851714072,0.391861568391514,0.388292227113892,0.35088587368308,0.382871676351364,0.393816899295685,0.340491854151888,0.437568553306424,0.347266421908189,0.441520722667454,0.4239347823565,0.400734173897156,0.369308671558678,0.413575647911819,0.373529218950516,0.395000158639978,0.414369046525657,0.408995383280416,0.353086179056743,0.382871676351364,0.338343779176371,0.356196442831562,0.414369046525657,0.446350258608684,0.455633807622205,0.373529218950516,0.400333942407283,0.423580702426767,0.366848754768895,0.353086179056743,0.334037347401293,0.472464306639629,0.326487868046094,0.340491854151888,0.386177303115259,0.336369015219256,0.396094867160637,0.428378258932087,0.422958300506939,0.369308671558678,0.413484748154013,0.409852554894523,0.343012122365486,0.487244464438858,0.321492579443763,0.355055700981197,0.410104931692044,0.376354579822035,0.387600435775302,0.357514992489864,0.437591611030885,32
"post.mean.initial.PC",0.0496818833340557,0.1099262495854,0.0496818833340557,0.00404649899185968,0.1099262495854,0.0793903834306557,0.111879309581816,0.0239441706812437,0.0952869261841891,0.0523180871222666,0.135269636466633,0.0996915040289454,0.0997689905786468,0.0684110265464543,0.130890740409442,0.0620101377776009,0.0187450554918655,0.133599890316962,0.0808173264777899,0.0488835342844063,0.177563753978804,0.0245914672252924,0.0580271691946168,0.0182420045605251,0.0608641084914279,0.0104800331175779,0.0694886181217082,0.111879309581816,0.0760069814952429,0.102561099470074,0.106360010545299,0.0187450554918655,0.140837195404821,0.0356980516950738,0.0760069814952429,0.032196291297269,0.0480821879849696,0.0694886181217082,0.08562379498378,0.0251984643566754,0.130025101379732,0.106360010545299,0.108009094153764,0.0159929421967572,0.159209344329003,0.0808173264777899,0.0952869261841891,0.0720792134783909,0.0770241174512977,0.0328756312496234,0.0931315699622099,0.0608641084914279,0.110805177661273,0.142918426130357,0.123940207017795,-0.0123123899206593,0.0824623212564753,0.0706865808924788,0.0674254635642452,0.11309872053285,0.0598425559990182,0.114494362503281,0.128768403277826,32
"post.mean.final.PC",0.0496818833340557,0.1099262495854,0.0496818833340557,0.00404649899185968,0.1099262495854,0.0793903834306557,0.111879309581816,0.0239441706812437,0.0952869261841891,0.0523180871222666,0.135269636466633,0.0996915040289454,0.0997689905786468,0.0684110265464543,0.132629060694707,0.0620101377776009,0.0187450554918655,0.135327454709006,0.0808173264777899,0.0488835342844063,0.17194997896337,0.0245914672252924,0.0580271691946168,0.0182420045605251,0.0608641084914279,0.0104800331175779,0.0694886181217082,0.111879309581816,0.0760069814952429,0.102561099470074,0.106360010545299,0.0187450554918655,0.147450945426799,0.0356980516950738,0.0760069814952429,0.032196291297269,0.0480821879849696,0.0694886181217082,0.08562379498378,0.0251984643566754,0.130025101379732,0.106360010545299,0.108009094153764,0.0159929421967572,0.15905904469489,0.0808173264777899,0.0952869261841891,0.0720792134783909,0.0770241174512977,0.0328756312496234,0.0931315699622099,0.0608641084914279,0.110805177661273,0.144944817450566,0.123940207017795,-0.0123123899206593,0.0824623212564753,0.0706865808924788,0.0674254635642452,0.11309872053285,0.0598425559990182,0.114494362503281,0.123386674068835,32
"cov.initial",1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,32
"cov.final",1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,32
"eff.mix.prob",1,0.486706017353327,1,1,0.486706017353327,0.631821364515819,0.369535857812137,1,0.441051874993467,1,0.596935751527705,0.487331677020844,0.44811315368222,0.794031584810179,0.447204181047844,0.898828163599564,1,0.476306773496628,0.638426482855296,1,0.899174321046161,1,0.980352937231569,1,0.917388513500007,1,0.771480718188785,0.369535857812137,0.671983732067986,0.378862596379302,0.415075834677944,1,0.654272566610159,1,0.671983732067986,1,1,0.771480718188785,0.538512673442061,1,0.456613266382331,0.415075834677944,0.442685914495986,1,0.780821222300788,0.638426482855296,0.441051874993467,0.746530162623682,0.65540923649569,1,0.463632954926324,0.917388513500007,0.361735147572171,0.583471302829439,0.458009415744616,1,0.631132401315968,0.757700928908606,0.811671150193263,0.372338470099733,0.94028812356504,0.407104368988567,0.380469235512824,32
