"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","idx"
"eff.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"eff.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"fut.mon.initial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"fut.mon.final",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"ss.initial",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,286
"ss.final",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,286
"mle.initial.IP",0.327586206896552,0.46551724137931,0.431034482758621,0.344827586206897,0.293103448275862,0.568965517241379,0.413793103448276,0.327586206896552,0.46551724137931,0.5,0.310344827586207,0.344827586206897,0.431034482758621,0.413793103448276,0.362068965517241,0.379310344827586,0.482758620689655,0.482758620689655,0.379310344827586,0.344827586206897,0.310344827586207,0.46551724137931,0.344827586206897,0.362068965517241,0.275862068965517,0.413793103448276,0.431034482758621,0.431034482758621,0.482758620689655,0.344827586206897,0.310344827586207,0.344827586206897,0.362068965517241,0.293103448275862,0.379310344827586,0.362068965517241,0.448275862068966,0.327586206896552,0.362068965517241,0.224137931034483,0.586206896551724,0.448275862068966,0.396551724137931,0.5,0.482758620689655,0.379310344827586,0.413793103448276,0.293103448275862,0.344827586206897,0.293103448275862,0.413793103448276,0.327586206896552,0.379310344827586,0.448275862068966,0.344827586206897,0.448275862068966,0.431034482758621,0.310344827586207,0.362068965517241,0.448275862068966,0.327586206896552,0.46551724137931,0.344827586206897,286
"mle.final.IP",0.327586206896552,0.46551724137931,0.431034482758621,0.344827586206897,0.293103448275862,0.568965517241379,0.413793103448276,0.327586206896552,0.46551724137931,0.5,0.310344827586207,0.344827586206897,0.431034482758621,0.413793103448276,0.362068965517241,0.379310344827586,0.482758620689655,0.482758620689655,0.379310344827586,0.344827586206897,0.310344827586207,0.46551724137931,0.344827586206897,0.362068965517241,0.275862068965517,0.413793103448276,0.431034482758621,0.431034482758621,0.482758620689655,0.344827586206897,0.310344827586207,0.344827586206897,0.362068965517241,0.293103448275862,0.379310344827586,0.362068965517241,0.448275862068966,0.327586206896552,0.362068965517241,0.224137931034483,0.586206896551724,0.448275862068966,0.396551724137931,0.5,0.482758620689655,0.379310344827586,0.413793103448276,0.293103448275862,0.344827586206897,0.293103448275862,0.413793103448276,0.327586206896552,0.379310344827586,0.448275862068966,0.344827586206897,0.448275862068966,0.431034482758621,0.310344827586207,0.362068965517241,0.448275862068966,0.327586206896552,0.46551724137931,0.344827586206897,286
"mle.initial.PC",0.238095238095238,0.19047619047619,0.285714285714286,0.476190476190476,0.357142857142857,0.547619047619048,0.5,0.285714285714286,0.428571428571429,0.333333333333333,0.476190476190476,0.452380952380952,0.238095238095238,0.333333333333333,0.452380952380952,0.476190476190476,0.333333333333333,0.380952380952381,0.452380952380952,0.380952380952381,0.404761904761905,0.357142857142857,0.380952380952381,0.357142857142857,0.404761904761905,0.5,0.404761904761905,0.404761904761905,0.452380952380952,0.404761904761905,0.5,0.333333333333333,0.428571428571429,0.333333333333333,0.30952380952381,0.357142857142857,0.5,0.404761904761905,0.30952380952381,0.333333333333333,0.404761904761905,0.380952380952381,0.285714285714286,0.30952380952381,0.333333333333333,0.380952380952381,0.261904761904762,0.5,0.428571428571429,0.428571428571429,0.404761904761905,0.428571428571429,0.404761904761905,0.476190476190476,0.30952380952381,0.476190476190476,0.428571428571429,0.547619047619048,0.404761904761905,0.5,0.357142857142857,0.476190476190476,0.285714285714286,286
"mle.final.PC",0.238095238095238,0.19047619047619,0.285714285714286,0.476190476190476,0.357142857142857,0.547619047619048,0.5,0.285714285714286,0.428571428571429,0.333333333333333,0.476190476190476,0.452380952380952,0.238095238095238,0.333333333333333,0.452380952380952,0.476190476190476,0.333333333333333,0.380952380952381,0.452380952380952,0.380952380952381,0.404761904761905,0.357142857142857,0.380952380952381,0.357142857142857,0.404761904761905,0.5,0.404761904761905,0.404761904761905,0.452380952380952,0.404761904761905,0.5,0.333333333333333,0.428571428571429,0.333333333333333,0.30952380952381,0.357142857142857,0.5,0.404761904761905,0.30952380952381,0.333333333333333,0.404761904761905,0.380952380952381,0.285714285714286,0.30952380952381,0.333333333333333,0.380952380952381,0.261904761904762,0.5,0.428571428571429,0.428571428571429,0.404761904761905,0.428571428571429,0.404761904761905,0.476190476190476,0.30952380952381,0.476190476190476,0.428571428571429,0.547619047619048,0.404761904761905,0.5,0.357142857142857,0.476190476190476,0.285714285714286,286
"post.mean.initial.IP",0.270754481895125,0.272698349035949,0.325593827999121,0.41015288128668,0.331490524131844,0.514727542719711,0.444122983246226,0.300702678964903,0.419518729943092,0.371902194875642,0.399216781912706,0.397762886690914,0.294953408176985,0.35088587368308,0.403113197743709,0.420930852498584,0.367575374138607,0.396094867160637,0.408397216550252,0.359887042863779,0.362116142435028,0.377705683174484,0.359887042863779,0.351558798531333,0.351250403773997,0.444122983246226,0.396970547139938,0.396970547139938,0.437568553306424,0.372714130590401,0.41156847516155,0.333286945147212,0.390573252031521,0.318538157259756,0.328078248428885,0.351558798531333,0.454483793135709,0.367466694027116,0.323775778850684,0.297090223046448,0.436554835475501,0.387600435775302,0.317443004856419,0.357514992489864,0.367575374138607,0.369677307388167,0.30628372259243,0.406209060661456,0.385344185091316,0.369102253374072,0.392384570824618,0.379970123068533,0.382871676351364,0.441520722667454,0.319413653906789,0.441520722667454,0.410394366321837,0.436577921777955,0.377841338225152,0.454483793135709,0.341811133573322,0.446350258608684,0.30504101215315,286
"post.mean.final.IP",0.270754481895125,0.272698349035949,0.325593827999121,0.41015288128668,0.331490524131844,0.514727542719711,0.444122983246226,0.300702678964903,0.419518729943092,0.371902194875642,0.399216781912706,0.397762886690914,0.294953408176985,0.35088587368308,0.403113197743709,0.420930852498584,0.367575374138607,0.396094867160637,0.408397216550252,0.359887042863779,0.362116142435028,0.377705683174484,0.359887042863779,0.351558798531333,0.351250403773997,0.444122983246226,0.396970547139938,0.396970547139938,0.437568553306424,0.372714130590401,0.41156847516155,0.333286945147212,0.390573252031521,0.318538157259756,0.328078248428885,0.351558798531333,0.454483793135709,0.367466694027116,0.323775778850684,0.297090223046448,0.436554835475501,0.387600435775302,0.317443004856419,0.357514992489864,0.367575374138607,0.369677307388167,0.30628372259243,0.406209060661456,0.385344185091316,0.369102253374072,0.392384570824618,0.379970123068533,0.382871676351364,0.441520722667454,0.319413653906789,0.441520722667454,0.410394366321837,0.436577921777955,0.377841338225152,0.454483793135709,0.341811133573322,0.446350258608684,0.30504101215315,286
