"","X","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",1,0,0,0,0,100,100,0.402520759339542,0.402520759339542,0.370684692593114,0.370684692593114,1,1,14
"2",1,0,0,0,0,100,100,0.401479717195087,0.401479717195087,0.402014043648034,0.402014043648034,0.98,0.98,1
"3",1,0.06,0.05,0,0,98.96,99.08,0.419943180363429,0.419554602714661,0.364799811171549,0.364493760755375,0.96,0.96,27
"4",1,0.11,0.1,0,0,94.84,95.14,0.419552282934674,0.418810658924211,0.354290323967214,0.35337934004311,0.96,0.95,40
"5",1,0.89,0.34,0,0,18.04,20.71,0.501057372533982,0.466752165917851,0.384601444930933,0.355808206666142,0.99,0.97,53
