"","X1","X2","X3","X4","X5","idx"
"eff.mon.initial",0,0,1,1,0,9
"eff.mon.final",0,0,1,1,0,9
"fut.mon.initial",0,0,0,0,0,9
"fut.mon.final",0,0,0,0,0,9
"ss.initial",100,100,100,90,100,9
"ss.final",100,100,100,93,100,9
"mle.initial.IP",0.586206896551724,0.620689655172414,0.672413793103448,0.654545454545455,0.551724137931034,9
"mle.final.IP",0.586206896551724,0.620689655172414,0.672413793103448,0.660714285714286,0.551724137931034,9
"mle.initial.PC",0.476190476190476,0.547619047619048,0.452380952380952,0.428571428571429,0.380952380952381,9
"mle.final.PC",0.476190476190476,0.547619047619048,0.452380952380952,0.432432432432432,0.380952380952381,9
"post.mean.initial.IP",0.477735459223365,0.528202316496055,0.488557914933973,0.473496740531491,0.413484748154013,9
"post.mean.final.IP",0.477735459223365,0.528202316496055,0.488557914933973,0.476468507507655,0.413484748154013,9
"post.mean.initial.PC",0.0904064623474874,0.0790722722096944,0.139800276550636,0.136162953587009,0.110805177661273,9
"post.mean.final.PC",0.0904064623474874,0.0790722722096944,0.139800276550636,0.138738520679202,0.110805177661273,9
"cov.initial",0,0,1,0,0,9
"cov.final",0,0,1,0,0,9
"eff.mix.prob",0.546133759289533,0.747612216742475,0.516122462684601,0.506152428034341,0.361735147572171,9
