"","X1","X2","X3","X4","X5","idx"
"eff.mon.initial",0,1,0,0,1,14
"eff.mon.final",0,1,0,0,1,14
"fut.mon.initial",0,0,0,0,0,14
"fut.mon.final",0,0,0,0,0,14
"ss.initial",100,80,100,100,80,14
"ss.final",100,83,100,100,83,14
"mle.initial.IP",0.448275862068966,0.72,0.672413793103448,0.568965517241379,0.645833333333333,14
"mle.final.IP",0.448275862068966,0.72,0.672413793103448,0.568965517241379,0.64,14
"mle.initial.PC",0.452380952380952,0.366666666666667,0.5,0.380952380952381,0.3125,14
"mle.final.PC",0.452380952380952,0.363636363636364,0.5,0.380952380952381,0.303030303030303,14
"post.mean.initial.IP",0.428378258932087,0.471328109496668,0.51490768456879,0.418130656270412,0.412556303879797,14
"post.mean.final.IP",0.428378258932087,0.465282605563307,0.51490768456879,0.418130656270412,0.405081350315429,14
"post.mean.initial.PC",0.0328756312496234,0.171749144528095,0.123122290237426,0.118851627522115,0.160696214930416,14
"post.mean.final.PC",0.0328756312496234,0.174903191816519,0.123122290237426,0.118851627522115,0.163100799099201,14
"cov.initial",0,1,1,0,0,14
"cov.final",0,1,1,0,0,14
"eff.mix.prob",1,0.870705392651917,0.490779125476533,0.365401036648643,0.796179506572123,14
