"","X1","idx"
"y1.IP.initial",0,8
"y0.IP.initial",58,8
"y1.PC.initial",7,8
"y0.PC.initial",35,8
"eff.prob.initial",0.00352507500319529,8
"fut.prob.initial",0.999916058780312,8
"eff.mix.prob.initial",0.999840583534544,8
"box.skpt.initial",NA,8
"box.enth.initial",0.000159416465455864,8
"box.ni.initial",NA,8
"y1.IP.final",0,8
"y0.IP.final",58,8
"y1.PC.final",7,8
"y0.PC.final",35,8
"eff.prob.final",0.00352507500319529,8
"fut.prob.final",0.999916058780312,8
"eff.mix.prob.final",0.999840583534544,8
"box.skpt.final",NA,8
"box.enth.final",0.000159416465455864,8
"box.ni.final",NA,8
"pm.skpt.f",NA,8
"pm.enth.f",NA,8
"pm.ni.f",NA,8
"pm.rd.f",NA,8
"pm.50.50.f",NA,8
"pm.skpt.enth.f",NA,8
"pm.skpt.enth.ni.f",NA,8
"pm.skpt.enth.ni.tilde.f",NA,8
"box.skpt.f",NA,8
"box.enth.f",NA,8
"box.ni.f",NA,8
"y1.IP.f",NA,8
"y1.PC.f",NA,8
"y0.IP.f",NA,8
"y0.PC.f",NA,8
