"","X1","X2","X3","X4","X5","idx"
"eff.mon.initial",1,1,1,1,1,10
"eff.mon.final",1,1,1,1,1,10
"fut.mon.initial",0,0,0,0,0,10
"fut.mon.final",0,0,0,0,0,10
"ss.initial",90,90,90,80,90,10
"ss.final",93,93,93,83,93,10
"mle.initial.IP",0.716981132075472,0.611111111111111,0.66,0.714285714285714,0.627450980392157,10
"mle.final.IP",0.703703703703704,0.618181818181818,0.653846153846154,0.705882352941177,0.622641509433962,10
"mle.initial.PC",0.459459459459459,0.388888888888889,0.425,0.290322580645161,0.333333333333333,10
"mle.final.PC",0.435897435897436,0.368421052631579,0.414634146341463,0.28125,0.325,10
"post.mean.initial.IP",0.508688375103075,0.437878933717983,0.468816390989595,0.430668326937022,0.409504655193614,10
"post.mean.final.IP",0.490807031668473,0.427823107914792,0.461159208637246,0.42219165052019,0.403003567920301,10
"post.mean.initial.PC",0.152292017398897,0.130797356380206,0.139561186432817,0.187840409544471,0.154894624803725,10
"post.mean.final.PC",0.155225930530719,0.14164536717158,0.14160101293941,0.189542400376416,0.157180005773294,10
"cov.initial",0,0,0,0,0,10
"cov.final",0,0,0,0,0,10
"eff.mix.prob",0.665020045744972,0.518326125439466,0.525975321702903,0.962260586972347,0.698478701780729,10
