"","X1","X2","X3","X4","X5","idx"
"eff.mon.initial",0,0,0,0,0,13
"eff.mon.final",0,0,0,0,0,13
"fut.mon.initial",0,0,0,0,0,13
"fut.mon.final",0,0,0,0,0,13
"ss.initial",100,100,100,100,100,13
"ss.final",100,100,100,100,100,13
"mle.initial.IP",0.517241379310345,0.362068965517241,0.517241379310345,0.5,0.5,13
"mle.final.IP",0.517241379310345,0.362068965517241,0.517241379310345,0.5,0.5,13
"mle.initial.PC",0.428571428571429,0.428571428571429,0.333333333333333,0.285714285714286,0.285714285714286,13
"mle.final.PC",0.428571428571429,0.428571428571429,0.333333333333333,0.285714285714286,0.285714285714286,13
"post.mean.initial.IP",0.432568725029397,0.390573252031521,0.376354579822035,0.343012122365486,0.343012122365486,13
"post.mean.final.IP",0.432568725029397,0.390573252031521,0.376354579822035,0.343012122365486,0.343012122365486,13
"post.mean.initial.PC",0.0750608724596596,0.00372704166893139,0.11309872053285,0.123940207017795,0.123940207017795,13
"post.mean.final.PC",0.0750608724596596,0.00372704166893139,0.11309872053285,0.123940207017795,0.123940207017795,13
"cov.initial",1,0,0,0,0,13
"cov.final",1,0,0,0,0,13
"eff.mix.prob",0.695532234436245,1,0.372338470099733,0.458009415744616,0.458009415744616,13
