"","X1","idx"
"eff.mon.initial",1,19
"eff.mon.final",1,19
"fut.mon.initial",0,19
"fut.mon.final",0,19
"ss.initial",70,19
"ss.final",73,19
"mle.initial.IP",0.636363636363636,19
"mle.final.IP",0.630434782608696,19
"mle.initial.PC",0.346153846153846,19
"mle.final.PC",0.333333333333333,19
"post.mean.initial.IP",0.43270080775214,19
"post.mean.final.IP",0.423967291761236,19
"post.mean.initial.PC",0.141675197155653,19
"post.mean.final.PC",0.144715399742798,19
"cov.initial",0,19
"cov.final",0,19
"eff.mix.prob",0.25,19
"initial.p",0.990155072762644,19
"final.p",0.991561962491708,19
"box.skpt.initial",NA,19
"box.skpt.final",NA,19
"box.enth.initial",NA,19
"box.enth.final",NA,19
"risk.diff.initial",0.29020979020979,19
"risk.diff.final",0.297101449275362,19
