"","X1","idx"
"y1.IP.initial",0,2
"y0.IP.initial",58,2
"y1.PC.initial",1,2
"y0.PC.initial",41,2
"eff.prob.initial",0.149728709155573,2
"fut.prob.initial",0.999251593938874,2
"eff.mix.prob.initial",0.994200919911825,2
"box.skpt.initial",NA,2
"box.enth.initial",0.00579908008817474,2
"box.ni.initial",NA,2
"y1.IP.final",0,2
"y0.IP.final",58,2
"y1.PC.final",1,2
"y0.PC.final",41,2
"eff.prob.final",0.149728709155573,2
"fut.prob.final",0.999251593938874,2
"eff.mix.prob.final",0.994200919911825,2
"box.skpt.final",NA,2
"box.enth.final",0.00579908008817474,2
"box.ni.final",NA,2
"pm.skpt.f",NA,2
"pm.enth.f",NA,2
"pm.ni.f",NA,2
"pm.rd.f",NA,2
"pm.50.50.f",NA,2
"pm.skpt.enth.f",NA,2
"pm.skpt.enth.ni.f",NA,2
"pm.skpt.enth.ni.tilde.f",NA,2
"box.skpt.f",NA,2
"box.enth.f",NA,2
"box.ni.f",NA,2
"y1.IP.f",NA,2
"y1.PC.f",NA,2
"y0.IP.f",NA,2
"y0.PC.f",NA,2
