"","X1","X2","X3","X4","X5","idx"
"eff.mon.initial",0,0,0,0,0,7
"eff.mon.final",0,0,0,0,0,7
"fut.mon.initial",0,0,0,0,0,7
"fut.mon.final",0,0,0,0,0,7
"ss.initial",100,100,100,100,100,7
"ss.final",100,100,100,100,100,7
"mle.initial.IP",0.362068965517241,0.344827586206897,0.517241379310345,0.448275862068966,0.379310344827586,7
"mle.final.IP",0.362068965517241,0.344827586206897,0.517241379310345,0.448275862068966,0.379310344827586,7
"mle.initial.PC",0.357142857142857,0.380952380952381,0.357142857142857,0.404761904761905,0.357142857142857,7
"mle.final.PC",0.357142857142857,0.380952380952381,0.357142857142857,0.404761904761905,0.357142857142857,7
"post.mean.initial.IP",0.351558798531333,0.359887042863779,0.390529164842951,0.401457737142749,0.356196442831562,7
"post.mean.final.IP",0.351558798531333,0.359887042863779,0.390529164842951,0.401457737142749,0.356196442831562,7
"post.mean.initial.PC",0.0276665449379056,0.01173814362863,0.103673910839571,0.0505050465004435,0.0356980516950738,7
"post.mean.final.PC",0.0276665449379056,0.01173814362863,0.103673910839571,0.0505050465004435,0.0356980516950738,7
"cov.initial",0,0,1,1,0,7
"cov.final",0,0,1,1,0,7
"eff.mix.prob",1,1,0.396576718311821,1,1,7
