"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.22948,0.159,0,0,93.014,93.66912,0.517139719606578,0.516244486002297,NA,0.378166098254881,0.497084412587445,0.496938742562438,0.409617715227549,0.409565845125577,0.96616,0.9662,63
