"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.03072,0.02004,0,0,99.31256,99.39844,0.450696124316742,0.450552438531649,0.387402675067857,0.387651362567256,0.451221851782506,0.451194730526145,0.391093320656954,0.391103522687341,0.97436,0.97476,32
