"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.27612,0.17764,0,0,88.76208,89.56784,0.472795314103463,0.470805131264445,NA,NA,0.461867941990682,0.461476276914205,0.394797321613566,0.394777914094966,0.9718,0.97348,83
