"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.09,0.06,0,0,97.94,98.21,0.385980443072909,0.386134676777805,0.39333495719035,0.393926330271158,0.373520613694723,0.37379591785285,0.0340200567279998,0.0339846609413936,0.99,0.99,0.785892156603977,101
