"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.06,0.02,0,0,99.16,99.34,0.487938128408675,0.487664751665345,0.397177046509601,0.39701139338352,1,1,25
