"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.12,0.1,0,0,95.92,96.28,0.427102534717408,0.42595698668455,0.373504260491203,0.372303669622992,0.98,0.98,43
