"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.08176,0.05608,0,0,98.09776,98.32712,0.502105130987414,0.501803278439953,0.385258925624313,0.385795939402966,0.488580381029872,0.488524464899574,0.406003794557518,0.405981786718069,0.97132,0.97128,37
