"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.01244,0.00788,0,0,99.72888,99.76356,0.410362092611614,0.410297315468382,0.388344258495829,0.388465155525965,0.421504736061703,0.421494097819903,0.379532918416143,0.379547927518922,0.97204,0.97196,28
