"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.666666666666667,0.666666666666667,0,0,80,82,0.506332658698336,0.50914315569488,0.329365079365079,0.353311439518336,0.377110706176781,0.389172149261313,0.102471955356409,0.0979295295983848,0.333333333333333,0.666666666666667,0.306973407011094,112
