"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.277,0.20348,0,0,92.84784,93.6328,0.586418137716434,0.585738715039041,0.377984824690387,0.379724732904446,0.548307218213811,0.548283706769665,0.432166727665675,0.432030536473812,0.92536,0.92552,45
