"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.81608,0.59372,0,0,56.69344,59.114,0.647829399796347,0.640076492129273,NA,NA,0.575301315402648,0.574221184957343,0.46020601830111,0.458518868721365,0.87716,0.8732,98
