"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.1288,0.08628,0,0,96.18288,96.54768,0.474112119827211,0.473535739362986,0.381019410102058,0.38223945111823,0.46678069990922,0.466662848037078,0.396945053863462,0.396937869010056,0.972,0.9722,59
