"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","idx"
"1",0.11652,0.08324,0,0,97.33888,97.66388,0.522950223703435,0.522591607190796,0.384054574803908,0.384815906974426,0.503564647445017,0.503526276759216,0.412103294760216,0.412093197926196,0.96708,0.96708,39
