"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","p.range"
"1",1,0.9,1,1,0,0,NA,NA,0.62551296720061,0.620147149455044,36,43.8,0.607362374576332,0.606868703626158,1,1,0.61
