"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","p.range"
"1",0.9,0.9,0.9,0.9,0,0,NA,NA,0.594200937950938,0.591510450189407,49.8,56.8,0.578055365068934,0.579899553135772,0.9,0.9,0.56
