"","eff.mon.initial","eff.mon.final","eff.inf.initial","eff.inf.final","fut.mon.initial","fut.mon.final","fut.inf.initial","fut.inf.final","phat.initial","phat.final","ss.initial","ss.final","post.mean.initial","post.mean.final","cov.initial","cov.final","p.range"
"1",0.5,0.4,0.5,0.4,0.3,0.2,NA,NA,0.481995397098593,0.476718556164792,91.8,96.5,0.483192025026267,0.478450334239639,1,1,0.48
