"","X1","idx"
"y1.IP.50",20,31
"y0.IP.50",13,31
"y1.PC.50",10,31
"y0.PC.50",9,31
"eff.prob.50",0.922764587230671,31
"fut.prob.50",0.494759977586214,31
"eff.mix.prob.50",0.271837922516267,31
"box.skpt.50",0.47019550710973,31
"box.enth.50",0.769936151271444,31
"box.ni.50",NA,31
"y1.IP.52",20,31
"y0.IP.52",13,31
"y1.PC.52",10,31
"y0.PC.52",9,31
"eff.prob.52",0.922764587230671,31
"fut.prob.52",0.494759977586214,31
"eff.mix.prob.52",0.271837922516267,31
"box.skpt.52",0.47019550710973,31
"box.enth.52",0.769936151271444,31
"box.ni.52",NA,31
"y1.IP.54",21,31
"y0.IP.54",13,31
"y1.PC.54",10,31
"y0.PC.54",10,31
"eff.prob.54",0.946626730100802,31
"fut.prob.54",0.454730118267318,31
"eff.mix.prob.54",0.24449946312136,31
"box.skpt.54",0.413194812548919,31
"box.enth.54",0.810166003656015,31
"box.ni.54",NA,31
"y1.IP.56",21,31
"y0.IP.56",14,31
"y1.PC.56",10,31
"y0.PC.56",11,31
"eff.prob.56",0.95291906663488,31
"fut.prob.56",0.457375334614647,31
"eff.mix.prob.56",0.212116199113909,31
"box.skpt.56",0.439598791783986,31
"box.enth.56",0.861791739870954,31
"box.ni.56",NA,31
"y1.IP.58",21,31
"y0.IP.58",14,31
"y1.PC.58",11,31
"y0.PC.58",12,31
"eff.prob.58",0.952267679634419,31
"fut.prob.58",0.46079344197324,31
"eff.mix.prob.58",0.215536873826004,31
"box.skpt.58",0.444024860765551,31
"box.enth.58",0.85607232051593,31
"box.ni.58",NA,31
"y1.IP.60",21,31
"y0.IP.60",15,31
"y1.PC.60",11,31
"y0.PC.60",13,31
"eff.prob.60",0.956806771265172,31
"fut.prob.60",0.465005971311497,31
"eff.mix.prob.60",0.189267637941661,31
"box.skpt.60",0.474894614391153,31
"box.enth.60",0.902304213434672,31
"box.ni.60",NA,31
"y1.IP.62",21,31
"y0.IP.62",15,31
"y1.PC.62",11,31
"y0.PC.62",15,31
"eff.prob.62",0.968501019617913,31
"fut.prob.62",0.425502162910808,31
"eff.mix.prob.62",0.183360369685589,31
"box.skpt.62",0.390969517783039,31
"box.enth.62",0.913639003143991,31
"box.ni.62",NA,31
"y1.IP.64",21,31
"y0.IP.64",15,31
"y1.PC.64",11,31
"y0.PC.64",17,31
"eff.prob.64",0.974087537500581,31
"fut.prob.64",0.388929661060896,31
