"","X1","idx"
"y1.IP.50",20,15
"y0.IP.50",13,15
"y1.PC.50",10,15
"y0.PC.50",9,15
"eff.prob.50",0.915494203687607,15
"fut.prob.50",0.494759977586214,15
"eff.mix.prob.50",0.3,15
"box.skpt.50",NA,15
"box.enth.50",NA,15
"box.ni.50",NA,15
"y1.IP.52",20,15
"y0.IP.52",13,15
"y1.PC.52",10,15
"y0.PC.52",9,15
"eff.prob.52",0.915494203687607,15
"fut.prob.52",0.494759977586214,15
"eff.mix.prob.52",0.3,15
"box.skpt.52",NA,15
"box.enth.52",NA,15
"box.ni.52",NA,15
"y1.IP.54",21,15
"y0.IP.54",13,15
"y1.PC.54",10,15
"y0.PC.54",10,15
"eff.prob.54",0.935433521359444,15
"fut.prob.54",0.454730118267318,15
"eff.mix.prob.54",0.3,15
"box.skpt.54",NA,15
"box.enth.54",NA,15
"box.ni.54",NA,15
"y1.IP.56",21,15
"y0.IP.56",14,15
"y1.PC.56",10,15
"y0.PC.56",11,15
"eff.prob.56",0.935516293573784,15
"fut.prob.56",0.457375334614647,15
"eff.mix.prob.56",0.3,15
"box.skpt.56",NA,15
"box.enth.56",NA,15
"box.ni.56",NA,15
"y1.IP.58",21,15
"y0.IP.58",14,15
"y1.PC.58",11,15
"y0.PC.58",12,15
"eff.prob.58",0.935547027621999,15
"fut.prob.58",0.46079344197324,15
"eff.mix.prob.58",0.3,15
"box.skpt.58",NA,15
"box.enth.58",NA,15
"box.ni.58",NA,15
"y1.IP.60",21,15
"y0.IP.60",15,15
"y1.PC.60",11,15
"y0.PC.60",13,15
"eff.prob.60",0.935024499866734,15
"fut.prob.60",0.465005971311497,15
"eff.mix.prob.60",0.3,15
"box.skpt.60",NA,15
"box.enth.60",NA,15
"box.ni.60",NA,15
"y1.IP.62",21,15
"y0.IP.62",15,15
"y1.PC.62",11,15
"y0.PC.62",15,15
"eff.prob.62",0.950837502650979,15
"fut.prob.62",0.425502162910808,15
"eff.mix.prob.62",0.3,15
"box.skpt.62",NA,15
"box.enth.62",NA,15
"box.ni.62",NA,15
"y1.IP.64",21,15
"y0.IP.64",15,15
"y1.PC.64",11,15
"y0.PC.64",17,15
"eff.prob.64",0.962671523089803,15
"fut.prob.64",0.388929661060896,15
"eff.mix.prob.64",0.3,15
"box.skpt.64",NA,15
"box.enth.64",NA,15
"box.ni.64",NA,15
"y1.IP.66",22,15
"y0.IP.66",16,15
"y1.PC.66",11,15
"y0.PC.66",17,15
"eff.prob.66",0.962327871420119,15
