"","X1","idx"
"y1.IP.50",20,17
"y0.IP.50",13,17
"y1.PC.50",10,17
"y0.PC.50",9,17
"eff.prob.50",0.940655660914911,17
"fut.prob.50",0.494759977586214,17
"eff.mix.prob.50",0.2,17
"box.skpt.50",NA,17
"box.enth.50",NA,17
"box.ni.50",NA,17
"y1.IP.52",20,17
"y0.IP.52",13,17
"y1.PC.52",10,17
"y0.PC.52",9,17
"eff.prob.52",0.940655660914911,17
"fut.prob.52",0.494759977586214,17
"eff.mix.prob.52",0.2,17
"box.skpt.52",NA,17
"box.enth.52",NA,17
"box.ni.52",NA,17
"y1.IP.54",21,17
"y0.IP.54",13,17
"y1.PC.54",10,17
"y0.PC.54",10,17
"eff.prob.54",0.955165381347365,17
"fut.prob.54",0.454730118267318,17
"eff.mix.prob.54",0.2,17
"box.skpt.54",NA,17
"box.enth.54",NA,17
"box.ni.54",NA,17
"y1.IP.56",21,17
"y0.IP.56",14,17
"y1.PC.56",10,17
"y0.PC.56",11,17
"eff.prob.56",0.955202684012076,17
"fut.prob.56",0.457375334614647,17
"eff.mix.prob.56",0.2,17
"box.skpt.56",NA,17
"box.enth.56",NA,17
"box.ni.56",NA,17
"y1.IP.58",21,17
"y0.IP.58",14,17
"y1.PC.58",11,17
"y0.PC.58",12,17
"eff.prob.58",0.95519631682647,17
"fut.prob.58",0.46079344197324,17
"eff.mix.prob.58",0.2,17
"box.skpt.58",NA,17
"box.enth.58",NA,17
"box.ni.58",NA,17
"y1.IP.60",21,17
"y0.IP.60",15,17
"y1.PC.60",11,17
"y0.PC.60",13,17
"eff.prob.60",0.954794864988774,17
"fut.prob.60",0.465005971311497,17
"eff.mix.prob.60",0.2,17
"box.skpt.60",NA,17
"box.enth.60",NA,17
"box.ni.60",NA,17
"y1.IP.62",21,17
"y0.IP.62",15,17
"y1.PC.62",11,17
"y0.PC.62",15,17
"eff.prob.62",0.966128450710889,17
"fut.prob.62",0.425502162910808,17
"eff.mix.prob.62",0.2,17
"box.skpt.62",NA,17
"box.enth.62",NA,17
"box.ni.62",NA,17
"y1.IP.64",21,17
"y0.IP.64",15,17
"y1.PC.64",11,17
"y0.PC.64",17,17
"eff.prob.64",0.974484149134348,17
"fut.prob.64",0.388929661060896,17
"eff.mix.prob.64",0.2,17
"box.skpt.64",NA,17
"box.enth.64",NA,17
"box.ni.64",NA,17
"y1.IP.66",22,17
"y0.IP.66",16,17
"y1.PC.66",11,17
"y0.PC.66",17,17
"eff.prob.66",0.974228351955397,17
"fut.prob.66",0.393258750560276,17
"eff.mix.prob.66",0.2,17
"box.skpt.66",NA,17
"box.enth.66",NA,17
"box.ni.66",NA,17
"y1.IP.68",22,17
"y0.IP.68",17,17
"y1.PC.68",11,17
"y0.PC.68",18,17
"eff.prob.68",0.973779629628185,17
"fut.prob.68",0.398602891551395,17
"eff.mix.prob.68",0.2,17
"box.skpt.68",NA,17
"box.enth.68",NA,17
"box.ni.68",NA,17
"y1.IP.70",22,17
"y0.IP.70",18,17
"y1.PC.70",12,17
"y0.PC.70",18,17
"eff.prob.70",0.963763347010624,17
"fut.prob.70",0.447364602543066,17
"eff.mix.prob.70",0.2,17
"box.skpt.70",NA,17
"box.enth.70",NA,17
"box.ni.70",NA,17
"y1.IP.72",23,17
"y0.IP.72",18,17
"y1.PC.72",12,17
"y0.PC.72",19,17
"eff.prob.72",0.972775510189472,17
"fut.prob.72",0.409570150037658,17
"eff.mix.prob.72",0.2,17
"box.skpt.72",NA,17
"box.enth.72",NA,17
"box.ni.72",NA,17
"y1.IP.74",24,17
"y0.IP.74",18,17
"y1.PC.74",13,17
"y0.PC.74",19,17
"eff.prob.74",0.972238863983138,17
"fut.prob.74",0.415078194226177,17
"eff.mix.prob.74",0.2,17
"box.skpt.74",NA,17
"box.enth.74",NA,17
"box.ni.74",NA,17
"y1.IP.76",24,17
"y0.IP.76",19,17
"y1.PC.76",13,17
"y0.PC.76",20,17
"eff.prob.76",0.971765588175881,17
"fut.prob.76",0.420437016218892,17
"eff.mix.prob.76",0.2,17
"box.skpt.76",NA,17
"box.enth.76",NA,17
"box.ni.76",NA,17
"y1.IP.78",25,17
"y0.IP.78",20,17
"y1.PC.78",13,17
"y0.PC.78",22,17
"eff.prob.78",0.978549809936187,17
"fut.prob.78",0.388776526270409,17
"eff.mix.prob.78",0.2,17
"box.skpt.78",NA,17
"box.enth.78",NA,17
"box.ni.78",NA,17
"y1.IP.80",NA,17
"y0.IP.80",NA,17
"y1.PC.80",NA,17
"y0.PC.80",NA,17
"eff.prob.80",NA,17
"fut.prob.80",NA,17
"eff.mix.prob.80",NA,17
"box.skpt.80",NA,17
"box.enth.80",NA,17
