"","X1","idx"
"y1.IP.50",20,6
"y0.IP.50",13,6
"y1.PC.50",10,6
"y0.PC.50",9,6
"eff.prob.50",0.761083927960133,6
"fut.prob.50",0.494759977586214,6
"eff.mix.prob.50",0.75,6
"box.skpt.50",NA,6
"box.enth.50",NA,6
"box.ni.50",NA,6
"y1.IP.52",20,6
"y0.IP.52",13,6
"y1.PC.52",10,6
"y0.PC.52",9,6
"eff.prob.52",0.761083927960133,6
"fut.prob.52",0.494759977586214,6
"eff.mix.prob.52",0.75,6
"box.skpt.52",NA,6
"box.enth.52",NA,6
"box.ni.52",NA,6
"y1.IP.54",21,6
"y0.IP.54",13,6
"y1.PC.54",10,6
"y0.PC.54",10,6
"eff.prob.54",0.799645399393001,6
"fut.prob.54",0.454730118267318,6
"eff.mix.prob.54",0.75,6
"box.skpt.54",NA,6
"box.enth.54",NA,6
"box.ni.54",NA,6
"y1.IP.56",21,6
"y0.IP.56",14,6
"y1.PC.56",10,6
"y0.PC.56",11,6
"eff.prob.56",0.800184088980795,6
"fut.prob.56",0.457375334614647,6
"eff.mix.prob.56",0.75,6
"box.skpt.56",NA,6
"box.enth.56",NA,6
"box.ni.56",NA,6
"y1.IP.58",21,6
"y0.IP.58",14,6
"y1.PC.58",11,6
"y0.PC.58",12,6
"eff.prob.58",0.800612239624239,6
"fut.prob.58",0.46079344197324,6
"eff.mix.prob.58",0.75,6
"box.skpt.58",NA,6
"box.enth.58",NA,6
"box.ni.58",NA,6
"y1.IP.60",21,6
"y0.IP.60",15,6
"y1.PC.60",11,6
"y0.PC.60",13,6
"eff.prob.60",0.799925783637205,6
"fut.prob.60",0.465005971311497,6
"eff.mix.prob.60",0.75,6
"box.skpt.60",NA,6
"box.enth.60",NA,6
"box.ni.60",NA,6
"y1.IP.62",21,6
"y0.IP.62",15,6
"y1.PC.62",11,6
"y0.PC.62",15,6
"eff.prob.62",0.834593532152904,6
"fut.prob.62",0.425502162910808,6
"eff.mix.prob.62",0.75,6
"box.skpt.62",NA,6
"box.enth.62",NA,6
"box.ni.62",NA,6
"y1.IP.64",21,6
"y0.IP.64",15,6
"y1.PC.64",11,6
"y0.PC.64",17,6
"eff.prob.64",0.864000457628999,6
"fut.prob.64",0.388929661060896,6
"eff.mix.prob.64",0.75,6
"box.skpt.64",NA,6
"box.enth.64",NA,6
"box.ni.64",NA,6
"y1.IP.66",22,6
"y0.IP.66",16,6
"y1.PC.66",11,6
"y0.PC.66",17,6
"eff.prob.66",0.863331648096258,6
"fut.prob.66",0.393258750560276,6
"eff.mix.prob.66",0.75,6
"box.skpt.66",NA,6
"box.enth.66",NA,6
"box.ni.66",NA,6
"y1.IP.68",22,6
"y0.IP.68",17,6
"y1.PC.68",11,6
"y0.PC.68",18,6
"eff.prob.68",0.861971048432251,6
"fut.prob.68",0.398602891551395,6
"eff.mix.prob.68",0.75,6
"box.skpt.68",NA,6
"box.enth.68",NA,6
"box.ni.68",NA,6
"y1.IP.70",22,6
"y0.IP.70",18,6
"y1.PC.70",12,6
"y0.PC.70",18,6
"eff.prob.70",0.828468974012686,6
"fut.prob.70",0.447364602543066,6
"eff.mix.prob.70",0.75,6
"box.skpt.70",NA,6
"box.enth.70",NA,6
"box.ni.70",NA,6
"y1.IP.72",23,6
"y0.IP.72",18,6
"y1.PC.72",12,6
"y0.PC.72",19,6
"eff.prob.72",0.858884931479629,6
"fut.prob.72",0.409570150037658,6
"eff.mix.prob.72",0.75,6
"box.skpt.72",NA,6
"box.enth.72",NA,6
"box.ni.72",NA,6
"y1.IP.74",24,6
"y0.IP.74",18,6
"y1.PC.74",13,6
"y0.PC.74",19,6
"eff.prob.74",0.857228072931002,6
"fut.prob.74",0.415078194226177,6
"eff.mix.prob.74",0.75,6
"box.skpt.74",NA,6
"box.enth.74",NA,6
"box.ni.74",NA,6
"y1.IP.76",24,6
"y0.IP.76",19,6
"y1.PC.76",13,6
"y0.PC.76",20,6
"eff.prob.76",0.855865929090527,6
"fut.prob.76",0.420437016218892,6
