"","X1","idx"
"y1.IP.50",20,28
"y0.IP.50",13,28
"y1.PC.50",10,28
"y0.PC.50",9,28
"eff.prob.50",0.888251098853422,28
"fut.prob.50",0.494759977586214,28
"eff.mix.prob.50",0.378996536664559,28
"box.skpt.50",0.469889705956595,28
"box.enth.50",0.769936151271444,28
"box.ni.50",NA,28
"y1.IP.52",20,28
"y0.IP.52",13,28
"y1.PC.52",10,28
"y0.PC.52",9,28
"eff.prob.52",0.888251098853422,28
"fut.prob.52",0.494759977586214,28
"eff.mix.prob.52",0.378996536664559,28
"box.skpt.52",0.469889705956595,28
"box.enth.52",0.769936151271444,28
"box.ni.52",NA,28
"y1.IP.54",21,28
"y0.IP.54",13,28
"y1.PC.54",10,28
"y0.PC.54",10,28
"eff.prob.54",0.924660888876395,28
"fut.prob.54",0.454730118267318,28
"eff.mix.prob.54",0.328413936529509,28
"box.skpt.54",0.396181250587763,28
"box.enth.54",0.810166003656015,28
"box.ni.54",NA,28
"y1.IP.56",21,28
"y0.IP.56",14,28
"y1.PC.56",10,28
"y0.PC.56",11,28
"eff.prob.56",0.923643649329627,28
"fut.prob.56",0.457375334614647,28
"eff.mix.prob.56",0.332977283479096,28
"box.skpt.56",0.430205846606967,28
"box.enth.56",0.861791739870954,28
"box.ni.56",NA,28
"y1.IP.58",21,28
"y0.IP.58",14,28
"y1.PC.58",11,28
"y0.PC.58",12,28
"eff.prob.58",0.92273575324629,28
"fut.prob.58",0.46079344197324,28
"eff.mix.prob.58",0.336805413308317,28
"box.skpt.58",0.434758964441339,28
"box.enth.58",0.85607232051593,28
"box.ni.58",NA,28
"y1.IP.60",21,28
"y0.IP.60",15,28
"y1.PC.60",11,28
"y0.PC.60",13,28
"eff.prob.60",0.920862374733181,28
"fut.prob.60",0.465005971311497,28
"eff.mix.prob.60",0.342073174824268,28
"box.skpt.60",0.469131300223958,28
"box.enth.60",0.902304213434672,28
"box.ni.60",NA,28
"y1.IP.62",21,28
"y0.IP.62",15,28
"y1.PC.62",11,28
"y0.PC.62",15,28
"eff.prob.62",0.948077370305941,28
"fut.prob.62",0.425502162910808,28
"eff.mix.prob.62",0.293282635411156,28
"box.skpt.62",0.379153630691362,28
"box.enth.62",0.913639003143991,28
"box.ni.62",NA,28
"y1.IP.64",21,28
"y0.IP.64",15,28
"y1.PC.64",11,28
"y0.PC.64",17,28
"eff.prob.64",0.965832536057315,28
"fut.prob.64",0.388929661060896,28
"eff.mix.prob.64",0.251947290519789,28
"box.skpt.64",0.295172254853324,28
"box.enth.64",0.87639126640685,28
"box.ni.64",NA,28
"y1.IP.66",22,28
"y0.IP.66",16,28
"y1.PC.66",11,28
"y0.PC.66",17,28
"eff.prob.66",0.965647943540398,28
"fut.prob.66",0.393258750560276,28
"eff.mix.prob.66",0.25071987217289,28
"box.skpt.66",0.298646274671214,28
"box.enth.66",0.892508906140602,28
"box.ni.66",NA,28
"y1.IP.68",22,28
"y0.IP.68",17,28
"y1.PC.68",11,28
"y0.PC.68",18,28
"eff.prob.68",0.963324931701356,28
"fut.prob.68",0.398602891551395,28
"eff.mix.prob.68",0.263466694562234,28
"box.skpt.68",0.320887109386632,28
"box.enth.68",0.897054725424048,28
"box.ni.68",NA,28
"y1.IP.70",22,28
"y0.IP.70",18,28
"y1.PC.70",12,28
"y0.PC.70",18,28
"eff.prob.70",0.941554439442463,28
"fut.prob.70",0.447364602543066,28
"eff.mix.prob.70",0.309487905124778,28
"box.skpt.70",0.432999271468144,28
"box.enth.70",0.966083743726164,28
"box.ni.70",NA,28
"y1.IP.72",23,28
"y0.IP.72",18,28
"y1.PC.72",12,28
"y0.PC.72",19,28
"eff.prob.72",0.960736654722462,28
"fut.prob.72",0.409570150037658,28
"eff.mix.prob.72",0.272012752739323,28
"box.skpt.72",0.34398571348497,28
"box.enth.72",0.920608354332948,28
"box.ni.72",NA,28
"y1.IP.74",24,28
"y0.IP.74",18,28
"y1.PC.74",13,28
"y0.PC.74",19,28
"eff.prob.74",0.960270810201246,28
"fut.prob.74",0.415078194226177,28
"eff.mix.prob.74",0.270058653852948,28
"box.skpt.74",0.343593789180057,28
"box.enth.74",0.928699411863408,28
"box.ni.74",NA,28
"y1.IP.76",24,28
"y0.IP.76",19,28
"y1.PC.76",13,28
"y0.PC.76",20,28
"eff.prob.76",0.958488529548845,28
"fut.prob.76",0.420437016218892,28
"eff.mix.prob.76",0.277635802773829,28
"box.skpt.76",0.361641804756183,28
"box.enth.76",0.940934452135253,28
"box.ni.76",NA,28
"y1.IP.78",25,28
"y0.IP.78",20,28
"y1.PC.78",13,28
"y0.PC.78",22,28
"eff.prob.78",0.971889898957801,28
"fut.prob.78",0.388776526270409,28
"eff.mix.prob.78",0.243671177418639,28
"box.skpt.78",0.287883447524434,28
"box.enth.78",0.893558898567391,28
"box.ni.78",NA,28
"y1.IP.80",25,28
"y0.IP.80",20,28
"y1.PC.80",13,28
"y0.PC.80",22,28
"eff.prob.80",0.971889898957801,28
"fut.prob.80",0.388776526270409,28
"eff.mix.prob.80",0.243671177418639,28
"box.skpt.80",0.287883447524434,28
"box.enth.80",0.893558898567391,28
"box.ni.80",NA,28
"y1.IP.82",25,28
"y0.IP.82",21,28
