"","X1","idx"
"y1.IP.50",20,20
"y0.IP.50",13,20
"y1.PC.50",10,20
"y0.PC.50",9,20
"eff.prob.50",0.974528208122941,20
"fut.prob.50",0.494759977586214,20
"eff.mix.prob.50",0.0499999999999999,20
"box.skpt.50",NA,20
"box.enth.50",NA,20
"box.ni.50",NA,20
"y1.IP.52",20,20
"y0.IP.52",13,20
"y1.PC.52",10,20
"y0.PC.52",9,20
"eff.prob.52",0.974528208122941,20
"fut.prob.52",0.494759977586214,20
"eff.mix.prob.52",0.0499999999999999,20
"box.skpt.52",NA,20
"box.enth.52",NA,20
"box.ni.52",NA,20
"y1.IP.54",21,20
"y0.IP.54",13,20
"y1.PC.54",10,20
"y0.PC.54",10,20
"eff.prob.54",0.980788371684185,20
"fut.prob.54",0.454730118267318,20
"eff.mix.prob.54",0.0499999999999999,20
"box.skpt.54",NA,20
"box.enth.54",NA,20
"box.ni.54",NA,20
"y1.IP.56",NA,20
"y0.IP.56",NA,20
"y1.PC.56",NA,20
"y0.PC.56",NA,20
"eff.prob.56",NA,20
"fut.prob.56",NA,20
"eff.mix.prob.56",NA,20
"box.skpt.56",NA,20
"box.enth.56",NA,20
"box.ni.56",NA,20
"y1.IP.58",NA,20
"y0.IP.58",NA,20
"y1.PC.58",NA,20
"y0.PC.58",NA,20
"eff.prob.58",NA,20
"fut.prob.58",NA,20
"eff.mix.prob.58",NA,20
"box.skpt.58",NA,20
"box.enth.58",NA,20
"box.ni.58",NA,20
"y1.IP.60",NA,20
"y0.IP.60",NA,20
"y1.PC.60",NA,20
"y0.PC.60",NA,20
"eff.prob.60",NA,20
"fut.prob.60",NA,20
"eff.mix.prob.60",NA,20
"box.skpt.60",NA,20
"box.enth.60",NA,20
"box.ni.60",NA,20
"y1.IP.62",NA,20
"y0.IP.62",NA,20
"y1.PC.62",NA,20
"y0.PC.62",NA,20
"eff.prob.62",NA,20
"fut.prob.62",NA,20
"eff.mix.prob.62",NA,20
"box.skpt.62",NA,20
"box.enth.62",NA,20
"box.ni.62",NA,20
"y1.IP.64",NA,20
"y0.IP.64",NA,20
"y1.PC.64",NA,20
"y0.PC.64",NA,20
"eff.prob.64",NA,20
"fut.prob.64",NA,20
"eff.mix.prob.64",NA,20
"box.skpt.64",NA,20
"box.enth.64",NA,20
"box.ni.64",NA,20
"y1.IP.66",NA,20
"y0.IP.66",NA,20
"y1.PC.66",NA,20
"y0.PC.66",NA,20
"eff.prob.66",NA,20
"fut.prob.66",NA,20
"eff.mix.prob.66",NA,20
"box.skpt.66",NA,20
"box.enth.66",NA,20
"box.ni.66",NA,20
"y1.IP.68",NA,20
"y0.IP.68",NA,20
"y1.PC.68",NA,20
"y0.PC.68",NA,20
"eff.prob.68",NA,20
"fut.prob.68",NA,20
"eff.mix.prob.68",NA,20
"box.skpt.68",NA,20
"box.enth.68",NA,20
"box.ni.68",NA,20
"y1.IP.70",NA,20
"y0.IP.70",NA,20
"y1.PC.70",NA,20
"y0.PC.70",NA,20
"eff.prob.70",NA,20
"fut.prob.70",NA,20
"eff.mix.prob.70",NA,20
"box.skpt.70",NA,20
"box.enth.70",NA,20
"box.ni.70",NA,20
"y1.IP.72",NA,20
"y0.IP.72",NA,20
"y1.PC.72",NA,20
"y0.PC.72",NA,20
"eff.prob.72",NA,20
"fut.prob.72",NA,20
"eff.mix.prob.72",NA,20
"box.skpt.72",NA,20
"box.enth.72",NA,20
"box.ni.72",NA,20
"y1.IP.74",NA,20
"y0.IP.74",NA,20
"y1.PC.74",NA,20
"y0.PC.74",NA,20
"eff.prob.74",NA,20
"fut.prob.74",NA,20
"eff.mix.prob.74",NA,20
"box.skpt.74",NA,20
"box.enth.74",NA,20
"box.ni.74",NA,20
"y1.IP.76",NA,20
"y0.IP.76",NA,20
"y1.PC.76",NA,20
"y0.PC.76",NA,20
"eff.prob.76",NA,20
"fut.prob.76",NA,20
"eff.mix.prob.76",NA,20
"box.skpt.76",NA,20
"box.enth.76",NA,20
"box.ni.76",NA,20
"y1.IP.78",NA,20
"y0.IP.78",NA,20
"y1.PC.78",NA,20
"y0.PC.78",NA,20
"eff.prob.78",NA,20
"fut.prob.78",NA,20
"eff.mix.prob.78",NA,20
"box.skpt.78",NA,20
"box.enth.78",NA,20
"box.ni.78",NA,20
"y1.IP.80",NA,20
"y0.IP.80",NA,20
"y1.PC.80",NA,20
"y0.PC.80",NA,20
"eff.prob.80",NA,20
"fut.prob.80",NA,20
"eff.mix.prob.80",NA,20
"box.skpt.80",NA,20
"box.enth.80",NA,20
"box.ni.80",NA,20
"y1.IP.82",NA,20
"y0.IP.82",NA,20
"y1.PC.82",NA,20
"y0.PC.82",NA,20
"eff.prob.82",NA,20
"fut.prob.82",NA,20
"eff.mix.prob.82",NA,20
"box.skpt.82",NA,20
