"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.73015873015873,0.666666666666667,0,0,91.0476190476191,92.968253968254,0.631182140308515,0.631777566567252,0.397028064461411,0.397792557663348,0.44949101470812,0.449423045048088,0.13423607155239,0.135180155668013,0.0158730158730159,0.0158730158730159,0.589165288008431,200
