"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.26984126984127,0.238095238095238,0,0,96.6031746031746,97.4126984126984,0.530499924791083,0.529268820252061,0.391129318825379,0.392274027874057,0.415942121541114,0.415760095283529,0.0932595894398511,0.0929487118774494,0.46031746031746,0.46031746031746,0.679867968730454,133
