"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.158730158730159,0.158730158730159,0,0,97.6190476190476,98.0793650793651,0.507296678521108,0.506861208497611,0.38875367803803,0.389863812873795,0.408300854401142,0.408380244828917,0.0834321312626993,0.0832975181405547,0.412698412698413,0.412698412698413,0.73228989821517,298
