"","eff.mon.initial","eff.mon.final","fut.mon.initial","fut.mon.final","ss.initial","ss.final","mle.initial.IP","mle.final.IP","mle.initial.PC","mle.final.PC","post.mean.initial.IP","post.mean.final.IP","post.mean.initial.PC","post.mean.final.PC","cov.initial","cov.final","eff.mix.prob","idx"
"1",0.222222222222222,0.158730158730159,0,0,97.7142857142857,98.3650793650794,0.511463206094181,0.511421025300924,0.38109674875064,0.382695562990004,0.404351373288505,0.40505842082956,0.0891830325219462,0.0888773652550864,0.333333333333333,0.317460317460317,0.671010753444523,253
