"","X","p.agree","efficacy","conditional","idx"
"152",1,0.99636,0.0138,0.791284403669725,83
"153",1,0.9976,0.0146,0.858823529411765,84
"154",1,0.99548,0.01576,0.777120315581854,85
"155",1,0.99692,0.01412,0.82093023255814,86
"156",1,0.99668,0.0142,0.810502283105023,87
"157",1,0.99776,0.01584,0.876106194690266,88
"158",1,0.99636,0.01424,0.796420581655481,89
"159",1,0.88856,0.21752,0.661235408560311,8
"160",1,0.99796,0.01544,0.883295194508009,90
"161",1,0.99656,0.01504,0.813852813852814,91
"162",1,0.99864,0.01476,0.915632754342432,92
"163",1,0.99712,0.01424,0.831775700934579,93
"164",1,0.9982,0.01476,0.891304347826087,94
"165",1,0.99704,0.01596,0.843551797040169,95
"166",1,0.9992,0.01348,0.943977591036415,96
"167",1,0.99724,0.01488,0.843537414965986,97
"168",1,0.99544,0.01524,0.76969696969697,98
"169",1,0.99812,0.01448,0.885085574572127,99
"170",1,0.86976,0.27332,0.67727227673704,9
