"","X","X0","X0.01","X0.1","X0.25","X0.5","X0.75","X0.9","X0.99","X1","idx"
"1",1,0.771623415222816,0.871388138228618,0.932802997005486,0.953034731971411,0.967542836209637,0.970426203421508,0.972302839536868,0.974687427015617,0.974687427015617,100
"2",1,0.0786112589044704,0.334294496845259,0.637664187376158,0.795340085152941,0.905200422408996,0.950094810374504,0.965291158260299,0.965291158260299,0.965291158260299,101
"3",1,0.0257437611934196,0.334294496845259,0.694524235145956,0.795340085152941,0.905200422408996,0.950094810374504,0.965291158260299,0.965291158260299,0.965291158260299,102
"4",1,0.14115298435088,0.398730454484823,0.694524235145956,0.837814578875769,0.905200422408996,0.950094810374504,0.965291158260299,0.965291158260299,0.965291158260299,103
"5",1,0.0786112589044704,0.454331539290677,0.74737093012387,0.837814578875769,0.905200422408996,0.950094810374504,0.965291158260299,0.965291158260299,0.965291158260299,104
"6",1,0.106881434507231,0.454331539290677,0.74737093012387,0.837814578875769,0.930267549616496,0.950094810374504,0.965291158260299,0.965291158260299,0.965291158260299,105
"7",1,0.181444690729159,0.577856579115302,0.74737093012387,0.837814578875769,0.905200422408996,0.950094810374504,0.965291158260299,0.965291158260299,0.965291158260299,106
"8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
"9",1,0.1663358265626,0.571054502559294,0.779999476978012,0.868769914863253,0.930267549616496,0.957213083679096,0.965291158260299,0.974333606221304,0.974969313640882,108
"10",1,0.278791594202591,0.570658984226663,0.800633348832801,0.876621737076779,0.93067047350779,0.958268311220927,0.965291158260299,0.973495925495325,0.974969313640882,109
"11",1,0.720847354577868,0.873395679804184,0.932330364704622,0.951462526507402,0.963823780739288,0.97025652824059,0.973502655111058,0.97490761014004,0.974975487960264,10
"12",1,0.213735296805138,0.577450873205887,0.806675382215744,0.883667476473958,0.931161056712349,0.958268311220927,0.966725364087075,0.974333606221304,0.974969313640882,110
"13",1,0.404018542302094,0.619578124533177,0.823072560498119,0.89273802182829,0.933301210188265,0.959635084856345,0.966505843338236,0.97456110704791,0.974969313640882,111
"14",1,0.338662816458837,0.649995100342094,0.827999339127017,0.896984090857609,0.939511272620032,0.962747235075705,0.96728390094075,0.974563703947415,0.974969313640882,112
"15",1,0.541992874690607,0.719149507918588,0.827999339127017,0.898567014534929,0.941887146641447,0.960178726586427,0.970079620742468,0.97463830227449,0.974969313640882,113
"16",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,114
"17",1,0.652541201745816,0.868138909322323,0.932027375462498,0.951462526507402,0.963823780739288,0.97025652824059,0.973502655111058,0.97490761014004,0.974975487960264,11
"18",1,0.594745763556272,0.873395679804184,0.933787073613513,0.951462526507402,0.963823780739288,0.97025652824059,0.973575130061308,0.97490761014004,0.974975487960264,12
"19",1,0.70246436981367,0.875644109690459,0.934087512755702,0.952426608159999,0.96412170823547,0.970719737072487,0.973575130061308,0.974697331078698,0.974975487960264,13
"20",1,0.670561484972826,0.875644109690459,0.934087512755702,0.952550862937173,0.964653090537808,0.970719737072487,0.973575130061308,0.974697331078698,0.974975487960264,14
"21",1,0.708289497035274,0.876133622807785,0.934087512755702,0.952802183643557,0.964653090537808,0.970719737072487,0.973575130061308,0.974697331078698,0.974975487960264,15
"22",1,0.720847354577868,0.875543830165596,0.935305790354689,0.952802183643557,0.964653090537808,0.970992880635833,0.973575130061308,0.974697331078698,0.974975487960264,16
"23",1,0.640327353084658,0.876133622807785,0.935663271161482,0.953258688110741,0.964653090537808,0.971211874520469,0.973731255060069,0.974697331078698,0.974975487960264,17
"24",1,0.737783721458738,0.87672955097264,0.935663271161482,0.953258688110741,0.964653090537808,0.971211874520469,0.974015707806708,0.974697331078698,0.974975487960264,18
"25",1,0.682444707942951,0.882634000943335,0.934087512755702,0.952802183643557,0.964653090537808,0.971211874520469,0.974015707806708,0.974697331078698,0.974975487960264,19
"26",1,0.660782957618644,0.81961198503823,0.912165043042486,0.939475840294638,0.958066149845349,0.968582341091661,0.973010560192193,0.974697331078698,0.974975487960264,1
"27",1,0.670561484972826,0.882634000943335,0.935663271161482,0.953258688110741,0.964720648191437,0.971211874520469,0.974015707806708,0.974697331078698,0.974975487960264,20
"28",1,0.768281384084204,0.882634000943335,0.935663271161482,0.953258688110741,0.964720648191437,0.972067339802676,0.974048113080761,0.974697331078698,0.974975487960264,21
"29",1,0.70246436981367,0.875644109690459,0.935663271161482,0.953258688110741,0.964720648191437,0.972067339802676,0.974048113080761,0.974697331078698,0.974975487960264,22
"30",1,0.79549880836815,0.882738739922776,0.937342967298655,0.953258688110741,0.964720648191437,0.972412994010532,0.974048113080761,0.974697331078698,0.974975487960264,23
"31",1,0.649391885809345,0.879095486615937,0.937342967298655,0.953656222691472,0.964720648191437,0.972819025655484,0.974048113080761,0.974697331078698,0.974697331078698,24
"32",1,0.679865250303912,0.882634000943335,0.937342967298655,0.953258688110741,0.964720648191437,0.973027097422906,0.974048113080761,0.974697331078698,0.974975487960264,25
"33",1,0.651220475985179,0.836776596126757,0.917261247148596,0.942387684222709,0.958700816778485,0.967542836209637,0.972186003573203,0.974563703947415,0.974969313640882,26
"34",1,0.704871037842941,0.82924611685371,0.921519959887326,0.944437476276769,0.960178726586427,0.968713246122139,0.972331656231582,0.974613387440461,0.974969313640882,27
"35",1,0.692335621870861,0.845705145194589,0.921661925587917,0.945907602020664,0.961687114978755,0.969337451886057,0.972331656231582,0.974613387440461,0.974969313640882,28
"36",1,0.660905086909366,0.851036552197716,0.925560928597143,0.947508172562444,0.961929013033831,0.969371903081302,0.972634474710754,0.974613387440461,0.974969313640882,29
"37",1,0.589223489184884,0.833887548101716,0.918062442311712,0.94166318065443,0.95912933994981,0.968582341091661,0.972715107517853,0.974697331078698,0.974975487960264,2
"38",1,0.704871037842941,0.863878926731298,0.928345644314427,0.948624706534721,0.962389067756627,0.969371903081302,0.972634474710754,0.974613387440461,0.974969313640882,30
"39",1,0.719165708862676,0.86403989004817,0.931351576138978,0.950510455813334,0.962747235075705,0.969651255776878,0.973211888823616,0.974613387440461,0.974969313640882,31
"40",1,0.643644362510226,0.866316344462807,0.932281230017491,0.95090762248474,0.963720119446209,0.969954892737182,0.973277048485062,0.974613387440461,0.974969313640882,32
"41",1,0.634376224881178,0.871388138228618,0.932802997005486,0.952033523474123,0.963801243376869,0.969954892737182,0.973277048485062,0.974687427015617,0.974969313640882,33
"42",1,0.582372920828109,0.876458910880221,0.934724842238456,0.953008961983581,0.964224527819099,0.970079620742468,0.973277048485062,0.974687427015617,0.974969313640882,34
"43",1,0.660905086909366,0.878774584858895,0.935972719739708,0.953008961983581,0.96427939999859,0.970426203421508,0.973277048485062,0.974687427015617,0.974969313640882,35
"44",1,0.660905086909366,0.876458910880221,0.936308853445884,0.953034731971411,0.964976912080503,0.970710299997577,0.973398658110274,0.974687427015617,0.974969313640882,36
"45",1,0.692335621870861,0.881460724554455,0.936351284943628,0.953681020700188,0.965198857748288,0.970909567947538,0.973398658110274,0.974687427015617,0.974969313640882,37
"46",1,0.61650249717796,0.876458910880221,0.93763317610192,0.953432106966818,0.965198857748288,0.970753012323293,0.973398658110274,0.974687427015617,0.974969313640882,38
"47",1,0.677098781029621,0.876458910880221,0.937103291805706,0.954141856663266,0.965291158260299,0.970961269069633,0.973398658110274,0.974687427015617,0.974969313640882,39
"48",1,0.640327353084658,0.843364132156812,0.92042697451471,0.944582429141997,0.960350538638818,0.968582341091661,0.973010560192193,0.97474779805342,0.974975487960264,3
"49",1,0.677098781029621,0.876458910880221,0.937103291805706,0.954144966483293,0.965198857748288,0.970961269069633,0.973398658110274,0.974687427015617,0.974969313640882,40
"50",1,0.61650249717796,0.876458910880221,0.937103291805706,0.954230556940029,0.965291158260299,0.971113628305668,0.973398658110274,0.974687427015617,0.974969313640882,41
"51",1,0.634376224881178,0.876458910880221,0.936351284943628,0.954141856663266,0.965291158260299,0.971113628305668,0.973277048485062,0.974687427015617,0.974969313640882,42
"52",1,0.689632630016822,0.876458910880221,0.935972719739708,0.953681020700188,0.965291158260299,0.971113628305668,0.973277048485062,0.974687427015617,0.974969313640882,43
"53",1,0.704871037842941,0.872163469663582,0.935972719739708,0.953432106966818,0.965360292218633,0.970909567947538,0.973277048485062,0.974687427015617,0.974969313640882,44
"54",1,0.677098781029621,0.871388138228618,0.934491649471242,0.953432106966818,0.965755339364685,0.971113628305668,0.973277048485062,0.974687427015617,0.974969313640882,45
"55",1,0.734966555773433,0.875967546219162,0.934491649471242,0.953432106966818,0.965788675062914,0.970753012323293,0.973046499619519,0.974687427015617,0.974969313640882,46
"56",1,0.651220475985179,0.871250825785162,0.934491649471242,0.953432106966818,0.965788675062914,0.970753012323293,0.973046499619519,0.974687427015617,0.974969313640882,47
"57",1,0.643644362510226,0.871388138228618,0.932802997005486,0.953432106966818,0.966246723307686,0.970426203421508,0.973046499619519,0.974687427015617,0.974969313640882,48
"58",1,0.651220475985179,0.871388138228618,0.932802997005486,0.953034731971411,0.966246723307686,0.970426203421508,0.972634474710754,0.974687427015617,0.974969313640882,49
"59",1,0.670561484972826,0.851358610072638,0.922354483226052,0.945500079478109,0.961074752402323,0.968582341091661,0.973309432281372,0.97490761014004,0.974975487960264,4
"60",1,0.677098781029621,0.871388138228618,0.932802997005486,0.953432106966818,0.967176037372051,0.970426203421508,0.972302839536868,0.974687427015617,0.974969313640882,50
"61",1,0.660782957618644,0.818783112721031,0.910204407531429,0.938942394649901,0.958044588123041,0.968582341091661,0.972421597240329,0.974697331078698,0.974975487960264,51
"62",1,0.670561484972826,0.834863876180976,0.918062442311712,0.942351757396232,0.959444190585666,0.968582341091661,0.973010560192193,0.974697331078698,0.974975487960264,52
"63",1,0.679865250303912,0.847919418001318,0.92042697451471,0.944960337598909,0.960704506636626,0.968582341091661,0.973010560192193,0.97490761014004,0.974975487960264,53
"64",1,0.640327353084658,0.851064168986979,0.921392232949239,0.944960337598909,0.961074752402323,0.968582341091661,0.973076709115046,0.97490761014004,0.974975487960264,54
