"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0182505822312796,0.102096859741289,0.060478024911183,0.06,0.06006307640365,0.0607141996129829,0.0606625714602588,0.0607063022971928,0.83318500730309,0.859473393721263,0.980755492912485,23,20,27,30
