"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",-0.00563776035677016,0.0778204739595241,-0.0157221062701209,-0.02,0.0206627194627857,0.00852805504797096,0.00232035854575094,0.00852805504797096,0.986639218368579,0.438354750447696,0.984869721254066,19,20,31,30
