"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",-0.0179987991691567,0.065253891086739,-0.0530136229451728,-0.06,0.00164572796091826,-0.0112639365417695,-0.0245977470625622,-0.0130682221510465,0.882634304746298,0.251546447233505,0.97664613452812,17,20,33,30
