"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.00641360574543581,0.0900751058576437,0.0222551541369976,0.02,0.0402423125209764,0.0327353821842714,0.0303570674565216,0.0326854481221634,0.97015744676562,0.656042021737569,0.986241740435288,21,20,29,30
