"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",-0.0117734691721963,0.0715812323400188,-0.0344741393463161,-0.04,0.011070603185087,-0.00191013196169179,-0.0110920944671593,-0.00231361908701934,0.950748437550631,0.337995822959443,0.982126119146068,18,20,32,30
