"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0532121244471723,0.13756613260126,0.17267434106056,0.18,0.116887655717066,0.130524263359143,0.143889629311292,0.131929857386555,0.242658663074102,0.865170100449341,0.934608869404754,29,20,21,30
