"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0357624325985802,0.119865667688737,0.117391539671418,0.12,0.0892988320048733,0.100323316320662,0.10439031339338,0.100323316320662,0.528425235963598,0.996729981413003,0.97118040182974,26,20,24,30
