"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0473838511266259,0.131656583483856,0.15450898922042,0.16,0.107920330399643,0.121537321040783,0.13077953974953,0.121646922600372,0.328070175079325,0.942636763606352,0.950778416778291,28,20,22,30
