"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0241105724519302,0.108044731928647,0.0795585685580147,0.08,0.0699272087728966,0.0745687983373334,0.0756717863913334,0.0746412423351786,0.739421468679874,0.927241382625137,0.978015023481275,24,20,26,30
