"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0123545262499299,0.0961102959443428,0.0413514191132818,0.04,0.0501491484661384,0.0463938305115596,0.0452789015238346,0.0462932403987197,0.912978394804373,0.760154348505382,0.98349780936339,22,20,28,30
