"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",0.0415700993101176,0.125759764578016,0.136063690009524,0.14,0.0987179521840324,0.111488308081868,0.117743223532692,0.111488308081868,0.424348260633563,0.983739929471866,0.957563487852622,27,20,23,30
