"","pm.skpt","pm.enth","pm.ni","pm.rd","pm.50.50","pm.skpt.enth","pm.skpt.enth.ni","pm.skpt.enth.ni.tilde","box.skpt","box.enth","box.ni","y1.IP","y1.PC","y0.IP","y0.PC"
"box.skpt",-0.0307760586913063,0.0522687919552003,-0.089236395500589,-0.1,-0.0166749151473462,-0.0279287485876762,-0.0546136519177249,-0.0386256783602144,0.688085288992903,0.119441786484272,0.948074201842722,15,20,35,30
