"id"&"labels"&"0.4"&"0.4675"&"0.535"&"0.6025"&"0.67"
1&"EFF"&"0.073"&"0.418"&"0.869"&"0.993"&"1.000"
1&"EFF"&"0.755"&"0.255"&"0.026"&"0.001"&"0.000"
1&"EFF"&"0.172"&"0.326"&"0.105"&"0.005"&"0.000"
1&"EFF"&"71.0 + 6.3 = 77.3"&"79.3 + 5.1 = 84.4"&"56.9 + 7.0 = 63.9"&"34.4 + 8.0 = 42.4"&"23.0 + 8.0 = 31.0"
2&"FUT"&"0.039"&"0.313"&"0.805"&"0.988"&"1.000"
2&"FUT"&"0.765"&"0.252"&"0.026"&"0.001"&"0.000"
2&"FUT"&"0.196"&"0.435"&"0.169"&"0.011"&"0.000"
2&"FUT"&"72.9 + 6.2 = 79.1"&"87.5 + 4.1 = 91.7"&"67.1 + 6.3 = 73.5"&"41.4 + 7.8 = 49.3"&"27.7 + 8.0 = 35.7"
3&"INC"&"0.071"&"0.415"&"0.871"&"0.994"&"1.000"
3&"INC"&"0.811"&"0.314"&"0.036"&"0.001"&"0.000"
3&"INC"&"0.118"&"0.271"&"0.093"&"0.005"&"0.000"
3&"INC"&"66.5 + 6.8 = 73.4"&"76.6 + 5.5 = 82.1"&"56.3 + 7.1 = 63.3"&"34.5 + 8.0 = 42.5"&"23.0 + 8.0 = 31.0"
4&"SS"&"0.040"&"0.313"&"0.803"&"0.987"&"1.000"
4&"SS"&"0.815"&"0.321"&"0.038"&"0.002"&"0.000"
4&"SS"&"0.144"&"0.366"&"0.159"&"0.011"&"0.000"
4&"SS"&"68.8 + 6.7 = 75.5"&"84.1 + 4.7 = 88.9"&"66.5 + 6.5 = 72.9"&"41.9 + 7.9 = 49.8"&"27.7 + 8.0 = 35.7"
