"","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f","idx"
"1",39,19,19,23,0.910088130880348,0.259431174143311,1,NA,NA,NA,39,19,19,23,0.910088130880348,0.259431174143311,1,NA,NA,NA,0.0689403620915689,0.153026608906537,0.218417170378011,0.220032840722496,0.139277885352813,0.150619019547093,0.181169640476515,0.162768423678837,0.0848455857025301,0.562640169612675,0.766728794905612,39,19,19,23,1
"2",40,18,17,25,0.951492589793945,0.166051515688142,1,NA,NA,NA,40,18,17,25,0.951492589793945,0.166051515688142,1,NA,NA,NA,0.0853999915740916,0.169799671061703,0.263108384371351,0.284893267651888,0.161083806197579,0.169034008559765,0.236329391483721,0.2250715352498,0.0250600715097592,0.315235674121949,0.761900253422644,40,17,18,25,1
