"","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f","idx"
"1",29,29,18,24,0.840634757612382,0.59865564703107,0.5,NA,NA,NA,29,29,18,24,0.840634757612382,0.59865564703107,0.5,NA,NA,NA,0.0232768608724532,0.107186557520286,0.0771670849939957,0.0714285714285715,0.0685602231614565,0.0723799608551466,0.0733960323446506,0.072411325852976,0.741941577744866,0.892815845099824,0.915217920580157,29,18,29,24,2
"2",30,18,12,20,0.977004625102726,0.27256439165484,0.5,NA,NA,NA,31,19,12,21,0.980037668977079,0.260721658992969,0.5,NA,NA,NA,0.0651852647528906,0.153692568577688,0.228131551242105,0.256363636363636,0.138513034167311,0.150944913072078,0.190307073578229,0.171399442995545,0.0849708850307161,0.549010725494964,0.840058335389018,31,12,19,21,2
