"","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f","idx"
"1",21,15,11,15,0.981470295345631,0.425502162910808,0.0863609968560094,NA,0.913639003143991,NA,27,25,16,22,0.980050184150833,0.537185109326575,0.0346624828353745,NA,0.965337517164625,NA,0.0288650259455048,0.115116224500633,0.101129502107141,0.0981781376518219,0.080000485732442,0.0885339501070223,0.0913627205390618,0.0885339501070223,0.626243844207711,0.965337517164625,0.930130596048886,27,16,25,22,7
