"","y1.IP.initial","y0.IP.initial","y1.PC.initial","y0.PC.initial","eff.prob.initial","fut.prob.initial","eff.mix.prob.initial","box.skpt.initial","box.enth.initial","box.ni.initial","y1.IP.final","y0.IP.final","y1.PC.final","y0.PC.final","eff.prob.final","fut.prob.final","eff.mix.prob.final","box.skpt.final","box.enth.final","box.ni.final","pm.skpt.f","pm.enth.f","pm.ni.f","pm.rd.f","pm.50.50.f","pm.skpt.enth.f","pm.skpt.enth.ni.f","pm.skpt.enth.ni.tilde.f","box.skpt.f","box.enth.f","box.ni.f","y1.IP.f","y1.PC.f","y0.IP.f","y0.PC.f","idx"
"1",15,16,7,12,0.983473407300836,0.520143577828074,0,NA,1.00000453438008,NA,16,17,8,12,0.967238931358776,0.549545135274539,0.043671264373653,NA,0.956328735626347,NA,0.0172045859951664,0.113162946630665,0.0826348733640746,0.0848484848484848,0.068960443235151,0.0737701215479614,0.0758848609530099,0.0738427673744071,0.779803302316818,0.956328735626347,0.982233534503099,16,8,17,12,3
"2",29,9,6,18,0.975058077097791,0.077979951784004,0.98879729905024,NA,0.0112027009497596,NA,29,10,6,20,0.977279781717672,0.0730591782651189,0.990763146831816,NA,0.00923685316818437,NA,0.104717446479226,0.199008272217728,0.35878821191903,0.512820512820513,0.194233876770865,0.198838106542316,0.356898048348162,0.356751080669771,0.000313108895038292,0.00923685316818437,0.126519802180335,29,6,10,20,3
